"","geneID","FLM-ERR225783","iL3-ERR225784","PF-ERR299168","PF-ERR299169","PF-ERR299170","FLF-ERR299171","FLF-ERR299172","FLF-ERR299173","PF-ERR299174","PF-ERR299175","PF-ERR299176","FLF-ERR299177","FLF-ERR299178","FLF-ERR299179"
"40","SRAE_0000051800",0,0,0,0,0.0338176858385722,0,0,0,0.029204341126773,0,0,0,0,0
"41","SRAE_0000051900",0,0,0.0895629190422848,0.0506374888105113,0.0333004585656625,0.0877616126284129,0,0,0.121064830038378,0,0.0335536413512096,0.0434520717086945,0.0587274358875724,0.054848612882761
"42","SRAE_0000052300",0.429032230861937,0.215036701698705,0,0.0512630191049168,0.0338664740840774,0.0459324685687009,0.0296487333246653,0,0.0609344976693367,0,0.0679199424624028,0,0,0
"43","SRAE_0000052500",0,0,0.0888754894413011,0,0.0998509664980927,0.0458242811186724,0.028793045537319,0,0.029695472946069,0,0.0334011433246082,0.137823692929779,0.0866455717161259,0.0522504275088496
"44","SRAE_0000052700",0,0.187494357982804,0,0,0,0,0,0,0.0343523762840654,0,0,0,0.0334118430760852,0
"45","SRAE_0000053000",0,0,0.0295960407857216,0,0,0,0,0,0,0,0,0,0,0
"46","SRAE_0000053100",0,0,0.0591920344235469,0,0,0,0,0,0,0,0,0,0,0
"47","SRAE_0000053200",0,0,0.0278590676576701,0.0510760204451151,0,0.183956672306582,0,0.0504373885339646,0,0.0537540009632778,0,0.0478851108378893,0,0.050877670681347
"48","SRAE_0000053300",0,0,0,0,0.0332589212085177,0,0,0,0.0297609352412847,0,0,0.137050617596548,0,0.157435155507351
"49","SRAE_0000053400",0,0,0,0,0.0689514212542742,0.138372170771237,0.0272093534103184,0.254542529917279,0,0.055717391859068,0.131183340094586,0.0965858897252098,0.079485305386792,0.0522913754821625
"50","SRAE_0000053900",0,0,0.029571885328189,0,0.0357522807977921,0,0,0.104590785864572,0,0,0.0331768539369004,0,0.0269775401723557,0
"51","SRAE_0000054000",0,0,0.0595645456671337,0,0,0,0,0.051675478413406,0,0,0,0,0,0
"52","SRAE_0000054300",0,0,0.0298515921188815,0,0,0,0,0,0,0,0,0.0443711782458258,0,0.0537018237393938
"53","SRAE_0000054400",0.381193308650946,0.306880434083951,0.0283766312361137,0,0.0635926330543408,0,0.0278265095514234,0,0,0,0,0,0.0561906351164241,0.0524439856783623
"54","SRAE_0000054500",0.0362043595376918,0.18711578286476,0.0298886540186119,0,0.0670425860106881,0,0.0290872094870527,0,0.0299718359817603,0.10166537938759,0,0,0,0
"55","SRAE_0000054600",0,0,0.0295937870915077,0,0.0661785983487868,0,0.0578192255757698,0,0,0.0507219474883901,0.0332318335978052,0,0,0
"56","SRAE_0000054800",0,0,0,0,0,0,0,0.0520003216152295,0,0,0,0,0,0
"57","SRAE_0000054900",0,0.260634940671991,0.0262057135618122,0,0,0,0,0,0,0.0442462824254696,0.0293243503299694,0,0,0
"58","SRAE_0000055200",0,0,0.0592214044241539,0,0.0331891765868314,0,0.0864762388636979,0.208731946003216,0.0296950320156955,0,0,0.182386973134188,0.115528387357784,0.209441508646508
"59","SRAE_0000055400",0,0,0.0297235107839053,0.0503082597038846,0.0332659046625712,0,0.0289607206823633,0,0,0,0,0.0455687896641358,0,0
"60","SRAE_0000058200",0,0,0.0289508888867883,0,0,0.0447638358958476,0.0280856103075436,0,0,0,0,0,0,0.0560550087364681
"61","SRAE_0000058400",0,0.244200726365255,0.0961891408116325,0,0.0375875641142304,0,0,0,0.0319417590769499,0,0.0370092752215562,0,0,0
"62","SRAE_0000058700",0.138005681653255,0,0.0346895026602281,0,0,0.0550382420125416,0,0,0.106464988758102,0,0.0388129701116879,0,0,0
"63","SRAE_0000058800",0,0,0.029683467669859,0.0500050515393528,0.0330057740334377,0,0.0290368189107055,0,0,0.10045450274606,0,0,0.0289786502417511,0
"64","SRAE_0000058900",0,0,0,0.050022952506836,0,0,0,0,0.0297302376660916,0,0,0,0.0289179673972318,0
"65","SRAE_0000059300",0,0,0.0893823832831713,0.101450087139533,0,0,0,0,0.0604264704958938,0.2042783749419,0,0.0431170142610572,0.0294617874738644,0
"66","SRAE_0000059500",0,0,0,0,0,0,0,0,0,0,0,0,0.0288430710139108,0
"67","SRAE_0000059600",0,0,0.0296577093519006,0.0499683026675821,0,0,0,0,0,0,0,0,0.0289604863130296,0
"68","SRAE_0000059700",0,0,0,0,0,0,0,0,0,0,0.0334205577983032,0,0,0
"69","SRAE_0000059900",0,0,0.0295081690924766,0,0,0,0.028749758032784,0,0,0,0,0,0,0.0522424671491638
"70","SRAE_0000060000",0,0,0,0,0.0332463406219132,0,0,0.0522406204413397,0,0,0,0.0457069644358822,0,0.104825005971024
"71","SRAE_0000060100",0,0,0.0296794350031445,0,0.0665037529064942,0.0455163576789844,0.0577973019182326,0.0523171051098218,0.0595262380429178,0,0,0.182591084392559,0.0579002484995674,0
"72","SRAE_0000060200",0.0353780610730808,0,0,0,0,0.0466421934595252,0.0592653678551241,0.0536466972199613,0,0,0,0.0935596090100926,0.029681800690477,0.161497784308653
"73","SRAE_0000060300",0,0,0.0593930050282231,0.05022765864955,0,0.045244651116532,0.0289508399184246,0.157257644988748,0,0,0,0.0453786310829506,0.0289771637361433,0.0526309592541632
"74","SRAE_0000060400",0,0,0,0,0,0,0,0.0520002947640331,0,0,0,0,0,0
"75","SRAE_0000060500",0,0,0,0.0505318506658712,0,0.135874507515624,0,0,0.0300268480434469,0,0,0.0454367391839402,0.0292080792171056,0
"76","SRAE_0000060600",0,0,0.0295837036228265,0.100437664581381,0,0,0.0574915858689832,0.104049331784035,0,0,0,0,0.028839081112312,0.0521580995386228
"77","SRAE_0000060700",0,0,0.0294203754015892,0,0.0334991329990754,0,0,0,0,0,0,0,0,0
"78","SRAE_0000060800",0,0,0.0295476436321209,0,0.0340488613915121,0,0,0,0.0290424190260357,0.0517329484315492,0.033713807101918,0,0.0278911920660774,0
"79","SRAE_0000060900",0.657663848912804,0,0,0,0,0,0,0.0562157682922479,0,0.052803429501737,0,0.0445132911116043,0.0611482065219767,0.0568021543694584
"80","SRAE_0000060950",0.385632600424068,0,0.0928516272703726,0,0.137973023357682,0,0,0.0565741838654337,0.0315017115070752,0.0529547972653655,0.0349120228189093,0,0.0610383111339024,0.0569300585155333
"81","SRAE_0000061000",0,0,0,0,0,0,0,0,0.0296572625866025,0,0,0,0,0
"82","SRAE_0000061100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","SRAE_0000061200",0,0,0.0289293974414501,0.106867727874875,0,0,0,0,0,0.0540659611688872,0.0329192114810788,0,0.0263661851360793,0
"84","SRAE_0000061300",0,0,0.0592360817019852,0.100564475539597,0,0.0458836057405483,0.0287759290543541,0,0,0,0,0,0,0
"85","SRAE_0000061400",0,0,0.0296529536350699,0,0.0331414650889103,0,0,0,0.0297421686700017,0,0,0,0,0
"86","SRAE_0000061500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","SRAE_0000061600",0.0390476435836326,0,0,0,0.0336074992125325,0.0462817393084757,0.0290671484931582,0,0.119920299302705,0,0.0674528102006676,0,0,0
"88","SRAE_0000061700",0,0,0,0,0,0,0,0,0.0310588450262512,0,0,0,0.0275498124005122,0
"89","SRAE_0000061800",0,0,0,0.0536934295769481,0.0344777992028872,0,0,0,0,0,0.0328255136447733,0,0.0266050642000542,0
"90","SRAE_0000061900",0,0,0,0,0,0.0889846052655066,0,0,0,0.0521210318491112,0,0,0,0
"91","SRAE_0000062100",0,0.177412968016147,0.0294485843405185,0.099956276163791,0,0,0.0286218669707285,0.0518015100359342,0,0,0,0,0.0574197921809689,0.0519404259292419
"92","SRAE_0000062150",0,0.139902438625759,0,0,0,0,0,0,0,0,0.0830563132746207,0,0,0
"93","SRAE_0000062200",0,0.270077605225502,0,0.0469292244893394,0.0306925448993761,0,0,0,0.0839377954998424,0.0468411002501184,0,0.0408906283098881,0,0
"94","SRAE_0000062300",0,0,0,0,0,0,0,0,0,0.0504164297188923,0,0,0,0
"95","SRAE_0000062700",0,0.731354267185493,0.0559376816033517,0,0,0,0,0,0,0,0,0,0,0
"96","SRAE_0000063300",0.642476299077474,0,0.0152367454102523,0,0.0341723208686967,0,0,0,0,0,0.0342898799553612,0,0.0148610944362601,0
"97","SRAE_0000063800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","SRAE_0000063900",0,0,0,0,0.0331119011207568,0,0,0,0,0,0,0,0.0306338712981317,0
"99","SRAE_0000064000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","SRAE_0000064200",0,0,0.0295960172117734,0,0,0,0,0,0,0,0,0,0,0
"101","SRAE_0000064300",0,0.525561167360586,0.027025771751629,0.0913228103393316,0.029863401909817,0,0,0,0,0,0,0,0.0263811706409638,0
"102","SRAE_0000064400",0,0.184509492122318,0,0.04961361832821,0,0.0449945265803059,0.0569920187412415,0,0,0,0,0.045117824012897,0,0
"103","SRAE_0000064600",0.18250658410406,0,0.0573841328076684,0,0,0.0973039443302041,0,0,0.0325360325234677,0,0.036153059587637,0,0,0
"104","SRAE_0000064700",0,0,0.00670218342881442,0,0,0,0,0,0,0,0.0337857470681366,0,0,0
"105","SRAE_0000064900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","SRAE_0000065100",0.646534406548462,0,0.015332986081654,0,0,0,0,0,0,0,0.0345064669613347,0,0.0149549623632879,0
"107","SRAE_0000065200",0,0.00109040250907453,0.0220193395880362,0,0.00659591671527802,0,0,0,0.143571072930444,0.0479573964607777,0,0,0,0
"108","SRAE_0000065300",0.564559532018229,0,0,0,0,0,0,0,0,0,0,0.0634434170753207,0.0696144162665169,0
"109","SRAE_0000065400",0,0.143871522665844,0,0,0,0,0,0,0.0357762013656603,0,0,0,0,0
"110","SRAE_0000065600",0.037002075051597,0,0.0299828434102241,0.0508444397436338,0.0336476818997216,0,0,0,0.0901971182258679,0.0510075982656402,0.0675198428562848,0.0926336793352423,0.0292417939544835,0.0529570279453428
"111","SRAE_0000065700",0,0,0,0,0,0,0,0.0520003400455906,0,0,0,0,0,0
"112","SRAE_0000065800",0,0,0.0300740701024814,0,0,0,0.0291603557414246,0,0,0,0,0.0440039452329374,0.0586363864293983,0
"113","SRAE_0000065900",0,0,0.0592540025970971,0.0501385799716968,0,0,0.057740642217203,0,0.0297157778214058,0,0.0665093333693526,0,0,0
"114","SRAE_0000066000",0,0,0.0288363664452127,0,0.0348630416659475,0,0,0.05099476311576,0,0,0,0,0,0
"115","SRAE_0000066050",0,0.130433760146541,0,0,0,0,0,0.0601532796658692,0.0344163340489214,0,0,0,0,0
"116","SRAE_0000066200",0,0,0,0,0,0.0912725728445514,0,0,0.0298293154227218,0.050558040213479,0.0334419109829383,0.0457654172299893,0.0580282585594026,0
"117","SRAE_0000066400",0,0,0,0,0.0342923192594776,0,0.0591542540913049,0,0,0,0,0.0435196247114415,0,0
"118","SRAE_0000066500",0,0,0,0,0,0,0,0,0,0,0,0,0.0288430375435988,0
"119","SRAE_0000066800",0.0377726978209671,0,0.0599038094746519,0.050809072596226,0,0.0924471011623685,0.203881272327946,0.0527161144883167,0,0,0.0337429968520674,0.278053327009109,0.146027962667611,0
"120","SRAE_0000066900",0,0,0,0,0,0.0915903728872709,0.201516068440279,0.104205381898657,0.0296887201753202,0.0504144785483444,0,0.0918244445160182,0.173252299417464,0.10448811543484
"121","SRAE_0000067000",0,0.244031980869967,0.0468037231863194,0,0,0,0,0,0,0,0,0,0.0721741641892584,0
"122","SRAE_0000067100",0,0,0.0296160364559334,0,0.0664247974238355,0,0,0.0521756999249361,0.0296990685250891,0,0.0333267649481977,0,0,0
"123","SRAE_0000067200",0,0,0.0296841386898042,0,0.0661115590079554,0,0,0.0525688266802525,0.0596160757449041,0.0502760593347468,0.0662619401910129,0,0,0
"124","SRAE_0000067300",0.157644907771177,0,0.0340279708762129,0.0607574778472348,0,0.102401810856383,0,0,0,0,0.0392772798367159,0.103486580407374,0,0
"125","SRAE_0000068300",0,0,0,0,0,0.0457947246552299,0.00123396928268743,0.052126042278489,0,0.100859001739853,0.033396044133769,0,0,0
"126","SRAE_0000068400",0.284739121243486,0,0.0144159378893495,0,0,0.0209438550850788,0,0.0266227102931545,0,0,0,0,0.0285205977903199,0.0543587515181009
"127","SRAE_0000068500",0.0339330156376648,0,0.0153069878224665,0.0258994546672709,0,0.18689350353786,0.0149187204130342,0.0540272556361576,0,0,0.0171770260794161,0.156199309079083,0,0
"128","SRAE_0000068600",0,0.117197500931942,0.092826031654322,0.0552094888076156,0.106243310337494,0.0480948141063871,0.0601179245211986,0,0.0307836161642462,0.114330061838305,0.105437657285753,0,0.0277207405413692,0
"129","SRAE_0000069000",0,0.172706563699693,0,0,0,0,0,0,0,0,0,0,0,0
"130","SRAE_0000069200",0.0395528796486818,0,0.0297145132861818,0.0504488845121747,0.0668073303873301,0.0920932347131757,0.0577351580855067,0,0.0595626724203768,0,0.0335228601493354,0.0461634761101442,0.0289646462362443,0.0523738008272859
"131","SRAE_0000069300",0.757846882616621,0,0,0,0,0,0,0,0,0,0,0.046402039042667,0.0291062006008898,0.0526261476250348
"132","SRAE_0000069400",0,0,0,0,0,0.182821884039406,0,0.052218443763393,0,0,0.0333952282671894,0,0.0867689306642789,0
"133","SRAE_0000070000",0,0,0,0.0516028266422016,0.0333239165700389,0,0.0281565188967063,0,0,0.0512430052878363,0,0.0432534042994459,0,0.0543893178958259
"134","SRAE_0000070100",0,0,0,0.100479382965169,0,0.0889687636782055,0.0584821387139232,0.0529631242817478,0,0,0.0332463332608277,0.0894469852913104,0.0583263744548186,0.0533681401645599
"135","SRAE_0000070200",0,0.412856896247055,0,0,0,0,0.0278661339755283,0,0,0,0.0318618062029275,0.0431659299902767,0,0.050718450495987
"136","SRAE_0000070300",0,0,0.0876778417569693,0,0.199774230387769,0,0,0.053691326649265,0.0577182780017372,0.0502626070684542,0.0676136134852464,0,0,0
"137","SRAE_0000070400",0,0,0.0286089139308313,0.0499261228524497,0,0,0,0,0,0,0,0,0,0.0543078632230732
"138","SRAE_0000070600",0.036246194365868,0.19047553572962,0.0298693880754068,0.101200789732281,0,0,0.0290826749800575,0.052647447985554,0.029954624633592,0.0507704281959894,0,0,0.0291361236586011,0
"139","SRAE_0000070700",0,0,0,0,0,0,0,0,0.0296571789617393,0,0,0,0,0
"140","SRAE_0000070800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","SRAE_0000070900",0,0,0.0291098290254048,0,0.0339497970343568,0,0,0,0,0,0.0333307899518912,0,0,0
"142","SRAE_0000071000",0,0,0,0,0,0,0,0,0.0296572143335398,0,0,0,0,0
"143","SRAE_0000071210",0,0,0,0,0,0,0,0,0,0,0.0332757386138167,0,0,0.0523416488834188
"144","SRAE_0000071450",0,0,0.0295777107187005,0,0.0656262787834488,0,0,0.0527376264005182,0,0,0,0,0.0577630829037201,0
"145","SRAE_0000071600",0,0,0.0593156294194509,0,0.0998939959147134,0.137339452513112,0.0865152445623867,0,0,0.0504696220696174,0.0334142223818307,0.137692475610308,0.115673630904575,0
"146","SRAE_0000071700",0,0,0.0592084862113144,0,0.0998813273455516,0.0459354462615344,0,0.104066943420549,0.118673315505133,0.100838439388336,0,0.0460516700249566,0.028854346650663,0.156467509837139
"147","SRAE_0000071800",0,0,0,0,0,0,0.0574689217024134,0,0,0,0,0,0,0
"148","SRAE_0000071900",0,0,0,0.0502685745429581,0,0.0458739481405369,0.143835440825535,0.052062484320008,0.0593530933871838,0.0504161394473092,0,0.0459903680990298,0.115451508808609,0.0521929968599503
"149","SRAE_0000072200",0,0.116000213521219,0,0.0554131158016171,0.0365211696157915,0.0464166832309151,0.0600655350459906,0.0569986155261581,0,0,0,0,0,0.176103535856623
"150","SRAE_0000072700",0.345103719358866,0.140146074683775,0.0365413757047523,0,0,0,0.0349890527108129,0,0.0398478122167468,0,0,0,0,0.141004893392919
"151","SRAE_0000073000",0,0,0.0291101882682464,0.0500751211164678,0,0,0.0284023577952091,0,0,0,0,0,0.0286315131711627,0.0542371290609483
"152","SRAE_0000073200",0,0,0,0,0,0,0.0290217592615734,0,0.0298251542364846,0,0,0.135394337877892,0.0580237703498656,0
"153","SRAE_0000073300",0,0,0.0887839216685179,0,0.0332691886034922,0,0.0575022341938079,0.104066564433267,0.0296612353411882,0.0503927381243111,0.0667755887852697,0,0.0865434603677639,0.0521625425589955
"154","SRAE_0000073500",0,0.297944631023957,0,0.095014026376441,0.0311766450430274,0.165036390321699,0,0.102305539485903,0.0567897896451096,0.0479311083266409,0,0.0408610911151815,0,0
"155","SRAE_0000073700",0,0,0.0296048016310285,0.100551681429902,0.166469760205731,0,0,0,0,0.050419880641644,0.100240380852812,0.0460506934386718,0.0577099845547638,0.104314865768069
"156","SRAE_0000073800",0,0,0,0,0,0.0461079463298589,0,0,0.029808074292056,0,0,0.0457544628887833,0,0
"157","SRAE_0000073900",0,0,0.0282495697437738,0.0522606293990171,0,0,0,0,0.0589103028423326,0.0536087262068656,0.159747851547033,0,0,0
"158","SRAE_0000074100",0,0,0,0.100501628999387,0.0664908764388723,0,0.0288587468472415,0,0,0,0.100083983019887,0.0914114901201385,0.0578403526974664,0.05241124231483
"159","SRAE_0000074700",0,0,0,0.00947971859598749,0.0668604733824879,0.154101965091274,0,0,0,0,0,0.130480671099498,0.0646530143897257,0.0802588947230208
"160","SRAE_0000074800",0,0.353355827695121,0.0590203123281299,0,0.0663264512291908,0.14612414091946,0.0286756628916312,0,0.0316537570089839,0,0.0665615475705683,0,0,0
"161","SRAE_0000074850",0,0,0,0,0.0328081911876603,0,0,0,0.0599216764667174,0,0,0,0.0289799139874351,0
"162","SRAE_0000074900",0,0,0,0.100218800788253,0,0,0.0290663046429697,0,0,0,0.0331497832117768,0,0,0
"163","SRAE_0000075000",0,0,0.0595930998481963,0.100529599187969,0.0664100057828656,0,0,0.0527445554043194,0.0346304836182097,0.151443557078509,0.0393889645709561,0.0450531092885255,0,0
"164","SRAE_0000075300",0,0,0,0,0,0.274965950853622,0,0,0,0.0505484989939113,0,0.321650888423601,0.0593395785492225,0
"165","SRAE_0000075600",0.0312827623358368,0,0,0,0,0,0,0,0,0,0.0393574195087074,0,0.0324295542253781,0
"166","SRAE_0000075700",0,0,0.0592222203014925,0,0.0332982992927925,0,0,0,0.0593512820586354,0.0504283453183574,0.0334176242306174,0.0460488443871453,0,0
"167","SRAE_0000075800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","SRAE_0000075900",0,0,0,0,0,0.0466332248580897,0,0,0,0,0,0,0,0
"169","SRAE_0000076000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","SRAE_0000076100",0,0,0,0.100812860252248,0.0665493544616327,0.0447588031962907,0,0,0.0300676832801989,0,0.0333766531905125,0.0449484189746871,0.0292312789142216,0.0534662424146871
"171","SRAE_0000076800",0,0,0.02960949268586,0.201044159154098,0.0332757306200928,0,0,0,0.0593559243064245,0.0504105480406737,0,0,0,0
"172","SRAE_0000077000",0,0,0.118479263181939,0.100550351353892,0.0998509720936874,0.0916830764238695,0.115136364974879,0,0.0296890414197308,0,0,0.0459582988264686,0.288753761378348,0.0522306579190312
"173","SRAE_0000077400",0,0,0.0186380428660787,0.0931828360525643,0,0,0,0,0.0511953662829573,0.0404434831291931,0.063081370929668,0,0,0
"174","SRAE_0000078100",0,0,0.0296251735664419,0.0502696266589306,0,0.274708232739809,0.0863962952276656,0,0.0296973577472847,0.0504235942890263,0,0.183607781031918,0.144419540971597,0.0522666180171474
"175","SRAE_0000079300",0,0,0,0.10920899658143,0.0334358347510593,0.0484136788456111,0,0,0.0257680396546795,0.0568328049816562,0.0300773219319354,0,0,0
"176","SRAE_0000079800",0,0.248742161648185,0.0274781540845404,0.128415243851743,0,0.0428713946382279,0.0756042708749064,0,0.0581669347251105,0.0731226694725894,0.0895486055593443,0.12938133168149,0.0413205072778939,0
"177","SRAE_0000079900",0,0,0.0957492037535612,0,0.0350092478244676,0.0902788881577757,0,0.0525360239258499,0,0.0521939275289519,0,0,0.0505420873420888,0
"178","SRAE_0000080050",0,0,0.02925402894976,0,0.0342945129296148,0.0880353856595838,0.144396129459566,0,0.0582866751529863,0.0527648385822906,0.0337668879990234,0.177935935713714,0.0547387329752458,0.112494701496028
"179","SRAE_0000080400",0,0,0,0,0,0.0474762621614842,0,0.0503789880958711,0,0,0,0,0,0
"180","SRAE_0000080600",0,0,0,0.0505467616891278,0,0.0815191118450341,0,0,0.0579979008668137,0,0,0.136184823436298,0.0292262719509376,0
"181","SRAE_0000081400",0,0,0,0,0,0,0.0383147177042582,0.0860531052233574,0,0,0,0,0,0
"182","SRAE_0000081900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","SRAE_0000082000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","SRAE_0000082300",0.236756279864826,0,0.0700607597114416,0,0,0,0,0.0537191647504696,0,0.051886628316783,0,0,0,0
"185","SRAE_0000082600",0,0.35910883260145,0.0749047838706489,0,0.0877506729773498,0.0436307498789327,0.0877157211811257,0,0,0.115776857905983,0.0821459932504784,0.016541926722101,0.0583527012976603,0
