"","geneID","flL1L2-ERR1466827","flL1L2-ERR1466828","FLF-ERR1466829","FLF-ERR1466830","FLM-ERR1466831","FLM-ERR1466832","iL3-ERR1466833","iL3-ERR1466834","PF-ERR1466835","pL1L2-ERR1466836"
"33","SPAL_0000017775",0.0482720917571676,0.242581573351221,0,0,0.0674482446597697,0.0281017894000511,0,0.284260514488516,0.0409337450136629,0.0664705050058201
"34","SPAL_0000018600",0,0.0264461442784298,0.0398206056059365,0.0797938917722516,0,0,0.0618812803637751,0.177572551186119,0,0.0729801737534924
"35","SPAL_0000021300",0.0481257996840361,0.107666939649283,0.0793092532412371,0.080999912520086,0.16888076041377,0.0564315605797939,0,0,0.0409323516195847,0
"36","SPAL_0000021400",0,0.0271375879228728,0.0400879100819445,0.0532369542204917,0.0336663143616742,0,0.130592678927671,0.025677274062412,0,0
"37","SPAL_0000021900",0,0,0,0,0,0,0,0.0260164397930098,0,0
"38","SPAL_0000022000",0,0.0647821138180462,0,0.0327381225178818,0,0.0684284214921444,0.234063911242462,0.0790957211995953,0.174097864702759,0
"39","SPAL_0000023100",0,0.107717016801779,0,0,0.033806945967334,0.0565046274292958,0,0,0.737271632452206,0
"40","SPAL_0000023300",0,0.168314737123469,0,0.0266289935748122,0.0669943567452907,0.110818024019495,0,0,0.082614360277393,0
"41","SPAL_0000023800",0,0.107960660194425,0.039805253177721,0.0269008060102815,0.0337605797934093,0.196877063593502,0.0649241159285355,0,0,0
"42","SPAL_0000023900",0,0.0268858214896314,0,0,0,0,0.0646305091952533,0.145876939232382,0.0442426474657973,0
"43","SPAL_0000024000",0,0,0,0,0,0,0.36870401094387,0.505959283363632,0,0
"44","SPAL_0000024100",0.0486865093541303,0,0.240242452352235,0.13410177437574,0,0.028059118045754,0,0.0258369092137498,0,0
"45","SPAL_0000031700",0,0.134604262330315,0.158642589693126,0.162024606760094,0.0675625362056747,0.0282202287821676,0.0647238859874937,0.0259238625773807,0.163754777685861,0.0663344480230441
"46","SPAL_0000031800",0,0.108373998145371,0,0.0531008077427769,0,0,0,0,0.204745284375317,0.0668897393063885
"47","SPAL_0000034200",0,0,0,0,0,0,0,0.0364796665600597,0,0
"48","SPAL_0000034300",0,0,0,0,0,0.0283645296364126,0,0,0,0
"49","SPAL_0000034400",0,0,0,0.0267654836434384,0.0339314563633142,0,0,0,0.082764119463445,0
"50","SPAL_0000034500",0,0,0,0,0,0,0,0.025906652526441,0.0410730484655896,0
"51","SPAL_0000034525",0,0.0268882707641712,0,0,0,0,0,0,0.116330850834703,0
"52","SPAL_0000034600",0,0.0277709890558815,0,0,0,0,0,0.0519479588726658,0,0
"53","SPAL_0000034700",0.0486040583320503,0.108777499578181,0,0,0,0,0.129242555025422,0.0251341181382635,0,0.132746462503981
"54","SPAL_0000034800",0,0.0825952368745809,0.0404120761845339,0.0528042660375738,0.100205852702527,0,0.196051414595531,0.0762094621235739,0.123210710959244,0
"55","SPAL_0000034900",0.0963990821843069,0.115445704815516,0.198535514914418,0.0269848584736485,0.033784754027677,0.0564071548016417,0,0.129581007629586,0.204804999591465,0
"56","SPAL_0000035000",0,0,0,0,0.03383005567419,0,0,0,0,0
"57","SPAL_0000036200",0,0.0186983163260599,0,0.0268758701333473,0,0,0,0,0,0
"58","SPAL_0000036400",0.0482354507239013,0.0538000251740359,0,0,0,0,0,0.0257050345432813,0.144401868725148,0.141755505654893
"59","SPAL_0000036575",0,0,0,0,0,0,0.0644801227222977,0,0,0
"60","SPAL_0000039100",0,0,0,0,0,0,0,0,0,0
"61","SPAL_0000039200",0,0.108048220592808,0.0796855496468391,0.0537996862500191,0.0337741416010914,0.0843811444046989,0.064976726456505,0.103482135349371,0.0410099932830248,0
"62","SPAL_0000039300",0,0,0.159857122679945,0.0269555811067655,0,0.0281860794581082,0,0.0520925949870527,0.0411215876175529,0
"63","SPAL_0000040600",0.0489183696232472,0.109882335674837,0.0805617346286711,0.052548383781157,0.0761755033972057,0,0.0650825085102412,0.21094644497232,0.0408608162981592,0.218376573293821
"64","SPAL_0000040700",0,0.189473072391663,0.0401763286004186,0.0266420396665017,0,0.0278692814796485,0.0654271527616573,0.123033527300185,0.123305411686824,0
"65","SPAL_0000040800",0,0.0270425023491241,0,0.0533894334224947,0,0,0.195256656881167,0.0514544092607097,0.122888086811835,0.0667565613826231
"66","SPAL_0000041000",0,0.0884860974416503,0.0519118506241463,0.0274337293045807,0,0.0277942116124265,0.0629167929060531,0.263741756603,0,0
"67","SPAL_0000041200",0,0,0,0,0,0,0,0,0,0
"68","SPAL_0000041500",0,0.0270182470943525,0,0.0270341266473388,0,0,0,0.0519385389910089,0,0
"69","SPAL_0000041600",0,0,0,0.0265932505886974,0,0,0,0,0,0.0674814869252416
"70","SPAL_0000041700",0.0962373874140672,0.10768682285801,0.0396544587484395,0.108147635194078,0.169011582961858,0.0565035309251342,0,0.0259475324387242,0,0
"71","SPAL_0000043100",0,0,0,0,0,0,0.0651258338707849,0.0257589779811155,0,0
"72","SPAL_0000043200",0,0,0,0,0,0,0,0,0.0408999350953134,0
"73","SPAL_0000043300",0,0,0,0,0.0676597789397627,0,0,0,0,0
"74","SPAL_0000043700",0,0,0,0.0271608193419724,0,0,0,0,0,0
"75","SPAL_0000044000",0,0.0268691486644837,0.0395610091914249,0,0,0,0,0.0259456930112701,0,0
"76","SPAL_0000045200",0,0.545768792008169,0.0403049034904178,0.0535022425107431,0.101530908234084,0.195883065681544,0,0.0258050165857122,0,0
"77","SPAL_0000045300",0,0.108481973984736,0.12020891676748,0.0958379445898999,0.101025559855382,0.0278767565980298,0,0,0.0820512695096856,0.133949531002194
"78","SPAL_0000046300",0,0,0,0,0,0,0,0,0,0
"79","SPAL_0000046400",0,2.0133454431263e-05,1.16816132150041e-09,5.51626871041376e-09,0,8.63113314145242e-09,0,0,0,0
"80","SPAL_0000046700",0,0.0271607797457526,0,0,0,0,0,0.0763092453617226,0,0.0667886495057997
"81","SPAL_0000047100",0,0.0538250799449932,0.0794564281102925,0,0,0,0,0,0.378928842680145,0
"82","SPAL_0000047400",0,0.135654470011713,0.0400648209112634,0.0529551373216268,0,0,0,0,0.0468350616571984,0
"83","SPAL_0000047500",0,0.0536866513840251,0,0,0,0,0,0,0,0
"84","SPAL_0000048100",0,0,0,0,0,0,0,0.011887736225278,0,0
"85","SPAL_0000048200",0,0.0272208141474756,0,0,0,0,0,0.0256564588978121,0,0
"86","SPAL_0000049300",0,0.107841093106371,0,0.0539608970564249,0.0337912618564891,0,0.0648323345928254,0.18141656929437,0.122930703102113,0
"87","SPAL_0000049400",0.0959015496990193,0.107451719254453,0.0395385696320241,0.0813108324377223,0.101420563962997,0.0566224168252961,0,0,0.327231840178602,0.0661391092581805
"88","SPAL_0000050900",0,0.0905568901823199,0,0,0,0,0,0.028063640774685,0.0409349995790206,0
"89","SPAL_0000051300",0,0,0,0,0,0,0,0,0,0
"90","SPAL_0000051400",0,0,0,0.0271607737052943,0,0,0,0,0,0
"91","SPAL_0000051500",0,0,0,0,0,0,0,0.0260163090491738,0,0
"92","SPAL_0000051700",0,0,0,0,0,0.0281403985820936,0.0650669043033586,0.0258880066650213,0.0629288343875606,0
"93","SPAL_0000052000",0,0.0685631795203574,0.10104588063178,0.0565881560868096,0.0168375243573055,0.0277268036631067,0.0327955503788724,0.0400932308641121,0.226485428386617,0
"94","SPAL_0000052300",0,0.124692947866929,0,0.104693495459601,0,0,0.104693435676377,0.152417449079365,0.0409230614571792,0.0663111622565724
"95","SPAL_0000054600",0,0,0,0,0,0,0,0,0,0
"96","SPAL_0000057900",0,0.0864799686527226,0.161452783362431,0.0272252417162304,0.0325350256410302,0,0,0.0249753080261048,0.242236751829519,0
"97","SPAL_0000058000",0,0.108411656867674,0.0800550124653594,0.133595973033964,0,0,0,0.0257576007069888,0.164164357538195,0
"98","SPAL_0000058025",0.0484500230264363,0,0,0,0.0336738056379514,0.0279838601160648,0.38985025076887,0.334874668967901,0,0.133282707706477
"99","SPAL_0000061100",0,0.150430081451234,0,0,0,0.0280108643776652,0.0649640195620617,0.103123965611769,0,0.115503435327753
"100","SPAL_0000063150",0,0.0268832668904375,0.0394328159651423,0,0,0,0,0,0,0
"101","SPAL_0000063200",0,0,0,0,0,0,0,0.0260163129767923,0,0
"102","SPAL_0000063500",0,0.05614545456744,0,0,0.166285169467178,0.248417288244234,0,0,0,0
"103","SPAL_0000063600",0.0483183112498047,0.0805823031969829,0,0,0,0,0,0,0.405011587495002,0
"104","SPAL_0000063700",0,0.0268431791746383,0,0,0,0,0,0,0,0
"105","SPAL_0000063900",0,0.0280466113208417,0,0.0265712403000489,0.0165533026777712,0,0,0,0.0409111448011871,0
"106","SPAL_0000064000",0,0,0,0,0,0,0,0,0,0
"107","SPAL_0000064100",0,0,0,0,0,0,0,0,0,0
"108","SPAL_0000064200",0,0,0,0,0,0,0,0,0,0
"109","SPAL_0000064300",0,0.16113496670763,0.0790363736448812,0.108556538412601,0,0.0283447741118206,0,0.156024470387223,0.0409075800034083,0.0661074930243979
"110","SPAL_0000064500",0,0.0505624146321935,0,0.135488736497814,0.0338163881639325,0,0.193808994013149,0.149894505285678,0.0961201305063572,0
"111","SPAL_0000065300",0,0,0,0,0,0.0189200873698678,0,0.0260019772236374,0,0
"112","SPAL_0000065400",0,0,0,0,0,0.0189200873698678,0,0.0260019772236374,0,0
"113","SPAL_0000065600",0,0.0551688228423335,0,0,0.00507490459325708,0,0.0757512192697748,0.0779271963467927,0.0409065833531374,0
