"","L1L2-ERR1466827","L1L2-ERR1466828","FLF-ERR1466829","FLF-ERR1466830","FLM-ERR1466831","FLM-ERR1466832","iL3-ERR1466833","iL3-ERR1466834","PF-ERR1466835","PF-ERR1466836"
"SPAL_0000295800",4.097333703188,4.14451038279278,2.09682124047519,-0.816308752034665,2.74934603295412,-1.27387220878926,1.10554210584659,0.473145682048727,0.470361493441951,5.14260987934196
"SPAL_0000295900",5.73650237949974,4.12568413563883,5.54274710823107,5.73114290988472,4.79217895696387,4.53561871658201,5.63799273861894,5.65749684819214,5.59306766804213,5.5711452011971
"SPAL_0000296000",4.08210417799072,4.04062084716415,5.52830098356344,5.62322423234653,4.38894084595694,4.31986812309862,3.22921989410215,4.00178638672929,5.35902375876052,4.54687360035151
"SPAL_0000296100",-0.618810123627562,2.43122302966428,0.301602513496938,-0.818231565442211,4.19035218994296,4.73440710930138,0.576042799197715,0.988069908170168,-0.545643572916424,-0.120985159086204
"SPAL_0000296200",1.24564510030323,1.88518657984486,0.599734203490949,-0.959110652483388,0.917124036373099,0.111732957303704,1.19269078705095,2.99877128564982,3.58493555068722,1.49666522920269
"SPAL_0000296300",4.89617198962899,4.65542868978408,3.8106152948554,3.12907192596705,3.27363895692392,2.47506804289071,3.34279992217874,3.96458128442767,2.00111008564066,4.61097569983434
"SPAL_0000296400",3.46218525676513,3.69002817437313,6.42175778486786,6.84466386699444,3.98587407233637,4.93471790032511,2.50042405416129,2.87600591571143,6.05143051806431,3.68806037837738
"SPAL_0000296500",4.90941998022341,4.7409025381299,4.51378954812758,4.23175004368354,4.65139476646978,4.07622761500598,7.33207082301453,7.36716313129511,3.57580762137516,4.47038041404025
"SPAL_0000296600",3.61618058180272,3.64567384057992,4.64730809531434,4.76702659363621,3.4908208894322,3.57164234795794,4.04077741855714,4.23142238609321,4.70761452471385,4.10520182139806
"SPAL_0000296700",11.7362278128604,11.3777589450935,11.5238794959523,11.2536834350331,10.9680907508821,9.83683321639883,8.38571718719669,7.58374022376796,11.0472954411884,12.1935284554883
"SPAL_0000296800",4.54355997196485,4.8348628441215,4.85987025341071,4.92206832122362,5.11834598483976,5.34288823470753,3.61127967212577,3.59074987687103,5.36275244408117,5.11298507040203
"SPAL_0000296900",4.21295436435206,5.34114386819182,7.28714986339034,7.53510168158659,6.36447480560069,6.36131399320054,1.19411275370037,1.12216737932787,7.4351524618804,4.89743694429094
"SPAL_0000297000",5.44678865103135,5.86466700948329,8.01317503158187,7.85959836894946,6.2373101824509,6.06455741596409,1.49465221191208,1.37657390809697,8.08668813935027,5.66144776756703
"SPAL_0000297100",-0.892524902915779,3.43510163701873,0.980666678906818,0.547455387370959,5.76552030337359,6.27810159302083,-0.666549772109447,-0.0152021251132138,-0.00667036111060329,-0.453990867744569
"SPAL_0000297200",6.88062795734554,5.77190215183443,6.85730802091804,7.02733221766325,6.5250018760197,6.36987136442867,7.63344066320394,8.27140831915913,6.53265370812311,6.70108615820894
"SPAL_0000297300",3.51710257648376,4.0341376245041,4.79167803299575,5.2042528995759,3.17884564670227,3.41415866306854,3.53946127530667,3.92029219993797,4.96007808335148,4.24730145839634
"SPAL_0000297400",4.11737588383456,4.58816074986532,6.10114455540728,6.35067767967333,5.11779580835586,5.06734948616038,5.04651570632579,5.21480866507595,6.19699306047939,4.70315116388894
"SPAL_0000297500",3.43588885667159,2.53783189359707,4.7832660367335,5.21793400866175,3.84992587275578,3.83481479794563,2.50543118434625,2.43992028484051,5.02419562264478,3.6059551501132
"SPAL_0000297600",2.70954422346367,3.25215700392826,5.68966808243028,5.9242098565464,3.93870885524608,4.69955963460754,3.23027898829987,3.69286949691858,5.80222192010968,3.12580966075955
"SPAL_0000297700",3.6493471797253,3.1090301074117,3.25887660570908,2.04532400255951,4.44450653920799,3.83751867753183,4.43098189829234,4.23814295179674,2.10972784912211,2.72479956238839
"SPAL_0000297800",4.12733125865421,4.4549563040678,4.90177421285833,5.23418078415061,4.81179323103281,4.47961671927046,4.15483147173612,4.24975697429215,4.95488647041064,4.58713789391298
"SPAL_0000297900",-0.413286787342208,4.27785369433449,2.12373801198298,2.70390058389612,6.13662203096461,6.76897680285077,1.60187448328794,1.94290383549785,2.73563802446481,-0.213129983406357
"SPAL_0000298000",4.95992270150255,5.60607678891698,5.30631283641373,5.62608766074582,6.57692983531446,6.55269278501051,4.67859931712944,4.86866766847917,5.32988642070434,5.20716253233972
"SPAL_0000298100",5.20203851788424,5.52181105890006,5.17887542390565,5.57350015905541,5.28776144618371,4.93639018246589,6.44128118759469,5.7744361802855,4.62110755814057,5.29601826857462
"SPAL_0000298200",-2.94694402722976,2.16124064519971,-1.9348918625512,-1.87684128516288,3.41380859988203,3.51840429572294,-2.58330911062721,-2.53323569055957,-2.8703937588445,-3.38290181453948
"SPAL_0000298300",-1.79959570969542,2.94016524155214,-0.417408136058312,-1.42098302550967,3.67528980343328,4.34845590567752,-3.31972593035733,-2.36354277156649,-0.547635830664153,-3.38081391303823
"SPAL_0000298400",-1.815151277322,1.85246818085714,3.58612109639308,3.85669747102411,2.11571343152976,1.75973778900448,-0.153026423255631,-0.243884597633609,4.88318698544174,-2.16318427466427
"SPAL_0000298500",-2.94219638161355,2.02627766655304,-3.3041537742981,-2.03149091920905,2.28073526837123,2.37360697891855,-3.3242856969323,-6.42847568884183,-2.8730013664364,-4.97467439249889
"SPAL_0000298600",0.208517233617736,6.53245556884749,3.45850188101589,2.3545040253947,8.80585819551469,8.97553252179162,-2.59143390071802,-1.38164500129264,-1.431029527096,-1.80632256669508
"SPAL_0000298700",0.385449881387046,2.65270932689687,4.22469618590452,4.49970616566379,2.32967699151823,2.99696359617416,0.213442008256462,0.925865999527837,5.28724019667918,2.0320937266936
"SPAL_0000298800",2.56099431162315,5.09955071391264,5.28527238543875,6.21505436044856,5.06234479119624,4.81980065106996,2.5572559243819,1.44618022522101,4.9663137171629,2.42826265890884
"SPAL_0000298900",6.193014543613,6.01617288394988,6.65151417262459,6.93022534197704,6.34502911136814,6.55405585239552,7.61423187847065,7.81481625133962,6.66788884266628,6.35963146094199
"SPAL_0000299000",4.41621723575222,4.70925551994294,5.18429176039575,5.50951009420731,4.75334312132877,4.73527925535624,5.90103526364491,6.45405206125439,4.81568532088887,4.66012473504457
"SPAL_0000299100",3.09541545868745,2.65829195712173,2.05830077009253,1.02521362376485,1.62786214847261,1.47543843094015,1.43613783907747,1.81236436573108,1.44137516523766,2.98360154187247
"SPAL_0000299200",6.47588359406817,5.72858063284354,7.14911048187146,6.93068960323053,6.71917037622611,6.5749445927807,7.49807246406154,7.57744443017871,7.54060226448162,6.72901838958643
"SPAL_0000299300",5.6326136119365,5.78100123159142,6.70383812781473,6.35189023287199,5.84056228963006,5.31822170045874,6.98791421075654,6.48213015764194,6.63403787921552,6.2037906225937
"SPAL_0000299400",0.327887528653012,4.61534827129614,1.73355231846151,2.03627696601094,6.72400564840003,7.35894285587118,-0.160828657508672,0.447365629210706,1.52041661114101,0.512886219614119
"SPAL_0000299500",2.67541763931528,4.2353075373526,4.75787446019549,5.08165307197133,3.96318962653091,4.26674387758569,2.16259774599265,3.02004471335986,4.81380047896142,3.20756523338034
"SPAL_0000299600",4.91971158084713,4.63767666718231,6.54865097681471,7.2395662803609,5.23796166142233,5.89327283412037,5.02582184154475,5.18686300404831,6.83627607460881,4.92397074767351
"SPAL_0000299700",-0.233180781899634,-0.221465436094305,3.81471906210809,4.67910530668364,0.640248667807844,2.07555026683934,0.447630347846567,0.138930937304369,2.00111008564066,-0.724310399106344
"SPAL_0000299800",3.56770739963046,4.36408856361504,4.85621389226465,5.29961231629443,5.30919864085737,5.09688734158935,3.70290612480819,3.68167904796343,5.76322405406311,4.00418140628464
"SPAL_0000299900",5.84804915858129,5.32247733024112,6.54238971007258,7.16749666594892,5.41933973822144,5.52341064066397,6.01414208192193,6.34050942894904,5.67664379098996,6.18392161876434
"SPAL_0000300000",2.82934643065099,3.49664026746195,9.2849038808469,9.41408912004507,5.83441394853268,6.47908616228257,2.93765274885927,2.79161607167323,8.33524720403897,1.84301679159659
"SPAL_0000300100",2.84384569426263,2.75001167422313,1.78093615854409,1.37068483153661,2.22234894247453,1.07283977571381,3.44777247035536,3.99839162331857,-0.0633111303135494,3.18783445779755
"SPAL_0000300200",4.60055096605922,5.36180344752821,6.59174085543665,6.76479214973448,6.21681656128152,6.68073116812196,4.65233272320531,4.80140124609696,6.35040392125617,5.08590377075893
"SPAL_0000300300",4.4667990851447,5.41046225576336,4.71145280416921,4.69493317215782,5.53017555197115,5.38304108257367,2.96173591388651,2.95403075806641,4.57461334596269,4.45481680311413
"SPAL_0000300400",6.18040358998016,5.67620838565721,7.95682321454952,8.24398254256363,5.66999906582837,6.01262161525358,5.52489227367513,5.91700449302726,7.49473749462685,6.47445002764614
"SPAL_0000300500",6.44343354302354,6.89067211478753,7.00676803263266,7.3062292157295,6.88580257269778,6.73377768032524,7.98846703426019,8.12092100631394,7.2057524919853,6.69281571594528
"SPAL_0000300600",5.60724312354157,5.10835098599014,6.93349197663682,7.22224326419111,5.67728676627233,5.8651208436079,6.08254790432588,6.2118845431811,6.60516193043657,5.84568394159672
"SPAL_0000300700",2.65280648466114,3.38804463626324,-0.0931176299717933,-1.29439191682396,-0.00447579395674519,-0.565327087861371,3.28100251398335,2.9253378893521,-1.59153129085676,2.99478913450993
"SPAL_0000300800",6.70015139059526,5.71942261782754,0.918792774967679,-1.38513344951149,1.75321801406445,-0.136513069970767,-2.10875781544853,-0.491289915999633,-1.03549452261212,6.62413183582755
"SPAL_0000300900",2.31977120590624,2.54079981493203,0.0218596666465152,-1.28964547585521,0.377648655782058,0.0122154468775083,2.70582319921596,2.94170452758698,-1.43137051020645,2.78205180583965
"SPAL_0000301000",4.70853963715535,4.0153623850079,2.78842254857427,1.86959601431063,3.44146102029551,2.91726702322863,5.58284544464097,5.94332149144147,0.89058037879151,4.46989595130387
"SPAL_0000301100",2.17846217598337,3.44072830144187,3.1543235919128,3.54174687900734,3.21933840424632,3.67660490748472,2.0606339586992,2.50233495086477,2.6212147461104,2.08652556713794
"SPAL_0000301200",5.42520697387424,5.77957753260837,5.99685305603249,6.35340811638041,5.83907865507213,6.3040532826348,4.23482953218628,4.21943515099823,6.53507616809969,4.93347780028146
"SPAL_0000301300",2.55882172168852,2.09697748738734,0.163710076488667,-0.723287723136172,-0.53994155665481,-2.7821859337451,-4.91293732283212,-2.06133227889346,-1.42670009256135,2.38548335660041
"SPAL_0000301400",5.22713971515881,3.9496537610874,5.06391589251566,5.32462085906558,4.06606497313911,4.2053279287373,5.30321634667416,5.67875374411078,5.33728243669791,4.96591179299011
"SPAL_0000301500",4.77729691638008,4.76924940105136,5.61095825566629,6.11782563159288,4.50633749914979,4.58033755952923,6.42870141774514,6.98671712795931,5.8545180414186,4.82310229744118
"SPAL_0000301600",1.09194973549999,4.01737886136083,0.860628099052654,0.437002227741774,5.64620494921822,6.25356078686678,3.14739126998362,2.25678680304262,-0.63452938920333,0.856687569367893
"SPAL_0000301700",3.08663418871855,1.41198929120071,1.38551837681773,1.44519975592001,1.00918468101891,0.553191274482078,3.31013625680704,4.33529631734317,2.00047292876532,3.09454571327918
"SPAL_0000301800",2.25457725305936,2.32659605655883,2.30695318704316,2.8965144837195,1.2928615414291,1.4345959767064,1.43737202882943,1.68826269264943,2.1620678948017,1.83162760616732
"SPAL_0000301900",6.29233307859369,5.59904485363684,5.97837439951009,5.8653730009756,5.08819250208577,4.90175536053058,6.34375044166526,6.6736391574729,5.76250466798165,6.21079092974404
"SPAL_0000302000",4.90006413614452,5.25730621230263,6.3551119099381,6.71956217600454,6.05360174596964,6.22419337687251,5.32439049598331,5.39684601778975,6.28696936289756,5.4341888396377
"SPAL_0000302100",2.77006824395401,3.79284724842982,4.45417164273293,5.0828726210447,2.56044787346057,3.01301535000004,3.36247285783451,3.92115384736678,4.99726473414249,2.80614473815009
"SPAL_0000302200",1.05230357516229,2.88516697079509,0.182274838298599,-0.462340810894846,1.21168651634176,1.28131351819532,3.60336378757817,3.01015438115694,0.549508838454463,1.59034743943118
"SPAL_0000302300",7.2749674965508,5.78967608041979,4.12986716857781,3.26871046609421,4.97180300225924,4.34606041171831,4.92837379628575,5.15837235465324,2.91696887251345,7.15470122785807
"SPAL_0000302400",6.09616521365156,5.55534821920275,6.83353282187826,7.36650717606479,5.53089988037353,5.62767683889161,3.14413559985098,3.94540288421819,6.11952807877088,6.48721635295414
"SPAL_0000302500",2.63331929948025,2.03052698318705,2.35338948343197,2.28743138103743,0.779882773942961,0.961189651351826,0.583095589329679,0.0464745592027397,1.75666799619279,2.58916727867386
"SPAL_0000302600",5.63296887316869,5.11455763732894,4.84661443279304,5.43716378364706,4.04315319693361,4.33313844153625,-1.01041068911754,-1.21145273511349,3.42117885415031,5.50983759598349
"SPAL_0000302700",4.81637522203511,5.25882102764015,3.51533075737771,3.27583193820446,4.17269541489478,3.54183744338618,-0.825728556755587,-0.645008593454564,2.29263794631077,5.61914063327345
"SPAL_0000302800",-1.57746534757158,5.54138953933707,1.20278627789404,0.460058857538844,6.78408692080773,7.14629453413244,-4.91293732283212,-2.52202812655174,-3.35591176166493,-3.3879358844164
"SPAL_0000302900",0.817674441257812,2.02082301120006,0.82249609489282,0.771993984373619,1.3473607020883,1.02806940228908,2.07017405870657,2.82603025200308,0.386492480106357,1.28483536091584
"SPAL_0000303000",-1.38124814575579,2.23060614829042,-1.95066843775213,-2.54228506293687,-0.97564263506924,-3.59762798674697,-0.272996473607362,-0.538927173031392,-1.97894447080105,-3.39350037250954
"SPAL_0000303100",1.18978640575824,0.860629268090728,0.617399548033954,-1.60201943217331,-0.976712247298107,-2.46162300027551,-0.522758783549169,-0.809149197132795,0.950188097305473,1.7081701756487
"SPAL_0000303200",4.38481439396004,3.91484425840258,4.8507783842426,5.52067114194882,4.48302347996195,4.91901954269317,4.71372382848075,5.11874737252152,5.33665146758972,4.09330391077892
"SPAL_0000303300",-2.96031125089112,1.80071835888073,-0.0320723949147205,-0.693664130767936,3.63675716792747,3.70882997593535,-2.59093543273259,-1.90171688146056,-0.92338920520119,-4.97467439249889
"SPAL_0000303400",-0.890470643215334,0.0289842808291361,-1.94650116360588,-1.39175130475791,0.100137755458531,0.265976451695987,-0.38960733296424,0.368035351888012,-1.15535011517048,-0.728086127026792
"SPAL_0000303500",2.17431331123942,1.77386610054857,2.85364023298475,2.91986996360112,2.80802323170494,3.00294193781736,2.07921558633285,2.40456332036209,4.37286596981381,2.08357199152915
"SPAL_0000303600",5.55671743674503,4.92063804518913,5.89911243787476,6.23072745305459,4.88305846730908,4.97219304689677,4.6659456590198,4.882823605573,5.98150706389602,5.36906794872968
"SPAL_0000303700",3.48806653125191,2.66198491037868,1.33617757059444,1.30639579063775,2.38391048529715,3.47036066814223,-1.01067144604691,-0.692576377891993,0.624268303582741,3.07939680616296
"SPAL_0000303800",0.743723396733022,2.77048413789256,7.56205993882936,7.48520712973963,4.28941945805129,4.45172352421118,0.298777613787785,-1.67504712215809,9.93585545467002,2.06049280581406
"SPAL_0000303900",4.49747843745707,3.75337517630337,3.23054028713971,2.83843524234056,3.17221770933757,2.96491878589641,-2.59254104127378,-3.61743725365938,3.75341137168923,4.53573777863291
"SPAL_0000303950",-0.0596812175369496,2.48538039630103,-2.45721599759592,-0.467563341491406,2.49121167879532,3.86383813278011,-4.91293732283212,-6.42847568884183,-0.0809552556353589,-1.53649099351243
"SPAL_0000304000",8.29062635825792,7.30430078825438,7.35236431333376,6.90952340331692,7.04177575056779,6.41684049292937,-0.666961629880868,-0.869502863168232,4.07406125823709,7.44259059377799
"SPAL_0000304100",2.22666744074623,2.62462753131802,5.97617620545136,6.4606887933312,3.06095226099904,4.06496225536852,1.23255614618143,1.56181000292275,5.87850419512464,3.06924758723324
"SPAL_0000304200",3.65913996923466,3.08217242311109,5.29650924921466,5.26592366314107,4.05819752272779,4.27121947768261,4.02419896554314,4.10689696682384,5.48004220350932,4.29987331716104
"SPAL_0000304300",6.06746076603549,5.314125085066,3.99638365195166,3.38890866864974,4.43431779498928,4.05646850791698,5.44807649699574,5.14498103601878,3.03962793815377,5.74688719843185
"SPAL_0000304400",3.15937956537022,3.77960930120215,5.14770687602058,5.10358991803536,3.42658145358029,3.50176601737019,1.14980301988875,1.53766734989581,4.92708643356995,4.27068238955737
"SPAL_0000304500",5.24910378383342,5.00754195335405,5.52023251916535,5.68834840213792,5.22247537543017,5.50897949304244,4.69323374382772,4.55519250269775,6.83272927487834,4.9677138592026
"SPAL_0000304600",11.2147977364208,10.9609592056753,10.8482156583737,10.555347590374,10.3541755363642,9.16024437552594,7.31241676907905,6.57933933335827,10.4354385622957,11.6107471298258
"SPAL_0000304700",4.7241906146268,5.16724912623107,5.81897047318026,6.24087413939016,5.94125774707141,5.96698084608338,5.90923201087406,6.23836945843626,5.8291503711563,4.90303478672838
"SPAL_0000304800",4.14505000513515,6.41285322432749,6.65575678323317,5.90565141676815,5.38614573060384,5.00413473477488,4.52883254020204,4.51340022549768,6.18990625659755,6.24755584688388
"SPAL_0000304850",0.274686005960293,0.0632415495706393,-3.32294134310804,-2.00552370463655,-2.27458029342539,-1.83996243519876,-0.519030785178403,0.28532543889048,-1.43074146593128,0.235574151641276
"SPAL_0000304900",5.95762933352072,4.47062787666115,5.63482548816285,5.69023128717448,3.73152462303075,3.7862971762241,3.44428653541264,4.82671038572231,5.64074911224263,5.46290184611866
"SPAL_0000305000",-5.27983996089239,-3.22018334261532,-4.04504425684954,-4.68017420912813,-3.41513504721156,-5.92980684543979,-4.91293732283212,-2.53674639099577,1.24754906646716,-4.97467439249889
