"","geneID","FLF-DRR106346","FLF-DRR106347","FLF-DRR106348","FLF-DRR106349","FLF-DRR106350","FLF-DRR106351","PF-DRR106352","PF-DRR106353","PF-DRR106354","PF-DRR106355","PF-DRR106356","PF-DRR106357"
"70","SVE_0011000",0.260539767236788,0,0.306843760484584,0.419523586520001,0.183915135298501,0.178739956046877,0.062738483413978,0,0,0.0760349003467183,0,0.073943131588962
"71","SVE_0011100",0.0654509480122509,0.129011256272024,0.125059457254362,0,0.0928861952089959,0.363448163468764,0.062727915209631,0.122726902534891,0.152714692509311,0,0,0
"72","SVE_0011200",0,0.126389328477231,0,0,0.0928414372585844,0.269309637141281,0,0.0614614989019272,0,0.0727955321849191,0,0
"73","SVE_0012300",0.128963040187255,0.0631735794156459,0,0,0.43901931125518,0.257301183620779,0,0.251401667984831,0,0.153213637108573,0.0738379674207229,0.145053084536492
"74","SVE_0012500",0.258950423176461,0.0640290122687403,0.378794582238322,0.309685440923697,0.464771928293087,0,0,0.184416708623676,0,0,0,0
"75","SVE_0013300",0,0,0,0,0,0,0,0,0,0,0,0
"76","SVE_0015500",0,0.0646429691430816,0,0,0,0,0,0,0.0772149195941725,0,0,0
"77","SVE_0016600",0,0,0.063435019590474,0,0,0,0.063747226150793,0,0,0,0,0.0734157163295584
"78","SVE_0017600",0.194029379679977,0.189954724517344,0,0,0.632925876883283,0.971641574994965,0.124563866699531,0.307007832419516,0,0.227158846698012,0.0742952505851741,0.0738349479440124
"79","SVE_0018000",0,0.0631614264389061,0,0,0,0,0.06350769809003,0.124898348375239,0.0785600208417406,0,0.074906704631412,0.0735160307239635
"80","SVE_0018100",0.0655326007058473,0.192743369457549,0.92673066226933,1.02756118289391,0.0895973964805303,0.0875341442675493,0,0,0,0,0,0
"81","SVE_0018200",0.194149631156105,0.0634478450776456,0,0,0.88481761688683,0.778002170319055,0,0.0628760957885411,0.0788586723226338,0.0771143814692759,0,0
"82","SVE_0018900",0.128985056286469,0.126280059009365,0,0,0.268095513622441,0,0,0.123762855141455,0,0.076598443094495,0,0.0740548157406334
"83","SVE_0019000",0,0.256357362527695,0.183194994721433,0.0597748116242299,0.0907086711671306,0.355736799604658,0,0.188435715695312,0.0793133976049819,0.0777501016370931,0,0
"84","SVE_0019100",0.131052264989145,0.19346788350818,0,0,0,0,0.0628861031623987,0,0,0,0,0.145872419160831
"85","SVE_0019300",0.1941296365829,0.126785659056478,0,0,0.0880788748347598,0,0.0642264466134536,0.189281308015088,0,0.23056572096035,0.0740283791928392,0.0727165319134937
"86","SVE_0019500",0.131452078984286,0.128883633177796,0.0618266321591057,0.0604944580926585,0.359890902270328,0.175788752258812,0.129781109755968,0.191432547904461,0,0,0,0
"87","SVE_0020300",0.0662366736280482,0.0653324838186198,0.75926473784568,0.491741242570325,0,0,0,0.0621845595498193,0,0.0758244285776628,0,0.218204772559473
"88","SVE_0020400",0.13161105045104,0.128963925083879,0.861140207241885,0.72213031269278,0,0,0.0635492979126119,0.0625237928826414,0,0.0772427930250126,0.0756940651860968,0.0752325058001296
"89","SVE_0021900",0,0,0,0,0,0,0.247826518886096,0.202303091153752,0.363836804726957,0.201502698160419,0,0.121858932017258
"90","SVE_0022300",0.0643286606689321,0.0629493910027102,0,0,0.108779741542373,0.0878464315022191,0.0656845690801547,0,0,0.0816823573384168,0.147671793321863,0.0796433361408678
"91","SVE_0022700",0,0,0,0,0,0,0.517412953694716,0.483889711438763,0.496649560159124,0.525560483235419,0.455929776109348,0.329092328452005
"92","SVE_0022800",0,0,0,0,0,0,0.6287561486377,0.752661118809122,0.308435159517299,0.410323329379938,0.232900412006677,0.0932374118985285
"93","SVE_0022900",0,0,0,0,0,0,0.224014593115834,0.316577955333632,0,0.0863143551297353,0.482164167665687,0.25358411675588
"94","SVE_0023100",0,0,0,0,0,0,0.172599616348632,0.747061665347868,0.233882745833179,0.612327282077216,0.304742043869159,0.473243349224786
"95","SVE_0023200",0,0,0,0,0,0,0.168028122923637,0.141794073683354,0.0786344364278665,0.0995268619629274,0,0.0919754118938933
"96","SVE_0025300",0,0,0,0,0,0,0,0.062038045688251,0,0,0,0.0737223214769921
"97","SVE_0025500",0.131597436401987,0,0,0,0,0.0912012781378304,0.189359504918549,0.185215589557886,0.154173762110798,0,0.147837027751088,0
"98","SVE_0026400",0.262390714486128,0.0641911999640189,0.0613098089109617,0.180101948738131,0.458976359502517,0.358317547532217,0.0631404416088971,0.124382006634759,0,0,0.0752925547678264,0
"99","SVE_0026500",0.261349571625799,0.450675374590619,0,0,0.186288991089647,0.546239836742724,0.0625636747149549,0.370334045787932,0.0763861129360898,0.225505616875599,0.143910270509104,0.143294236457767
"100","SVE_0026600",0.0660610825899906,0,0,0,0,0,0,0.124365781019222,0,0,0,0.145138379763452
"101","SVE_0026700",0,0,0,0,0,0,0.198693032849505,0.128052921668011,0.0776786280610918,0,0,0
"102","SVE_0026800",0,0,0,0,0,0,0.260353113612225,0.319786331556866,0.15715109242841,0.153231501754482,0.14528132126677,0.0715971717211539
"103","SVE_0026900",0,0,0.0615101716590959,0.0598659848561078,0.182847407274101,0.0890962370028179,0,0,0,0,0,0.0705505151910891
"104","SVE_0027000",0.130137764859955,0.0637775936261908,0,0,0,0,0.0629749148342638,0.124061922630896,0.0781898384124393,0,0.149984220030177,0.0743603976484347
"105","SVE_0027400",0.326067995729165,0.255548135465069,0.121647980288639,0,0,0,0.0634770579362885,0.124806064170591,0.394046027080228,0.231745527841843,0.15126807194557,0.149469898249631
"106","SVE_0027800",0.391513699108078,0.255556316405526,0.243919883316596,0.0596799309088091,0.364954252015014,0.17821144070359,0.25192313144687,0.0619935772505922,0,0.0765260483130877,0.0750354582701058,0.0745832049818211
"107","SVE_0027900",0.0650578477423989,0.191115576944157,0.124437060694659,0.0608650774065494,0.794882575896572,0.43129886445579,0.194214270570149,0.190700476678179,0.0788200401957539,0.162102604187204,0.14793760154968,0.145354407459781
"108","SVE_0028000",0.130703729358573,0.0647459545260844,0.0642492693925127,0,0,0,0,0,0,0,0,0.069241981715636
"109","SVE_0028400",0.132466590457744,0,0,0,0,0,0.194401765010339,0.12772022382703,0,0,0,0
"110","SVE_0028500",0,0,0,0,0,0,0.134748796782571,0.130263395472417,0.0790195312615385,0.076562604591847,0.0706550050648183,0.139046322202879
"111","SVE_0029100",0.193384120038039,0,0,0,0.704248323901692,0.51599993567814,0.446421876090739,0.501487329343527,0.156948874504859,0.0767458496678518,0.2229611914795,0.072979227445607
"112","SVE_0029500",0.325060021084951,0.257308541693775,0.523007375090772,0.382887485978205,0.567394319234785,0.274094490767018,0.12818344762541,0.187964147841026,0,0.0738059357496496,0.205165200817305,0.0677178516720763
"113","SVE_0030300",0.0651796784889778,0,0,0,0,0,0,0,0,0,0,0
"114","SVE_0030400",0.195334691964071,0.0637259891055502,0.0626422723113775,0,1.41018228230382,0.344276399366708,0.129954804839501,0.25507672224905,0,0.154038214063352,0.0735282708633802,0
"115","SVE_0030500",0,0,0,0,0,0.171068618777459,0,0,0,0,0,0
"116","SVE_0030800",0,0.0639728770275448,0.395906887908965,0.451048732967524,0.281816144557569,0.543302621370588,0,0.0621735992970406,0.0756282579757626,0,0.0678833426443309,0.133874419853556
"117","SVE_0030900",0.0653213020062902,0,0,0,0,0,0,0,0.0782671215143228,0.153213823314763,0,0
"118","SVE_0031800",0.130750052117236,0.258637071470609,0.127507985266989,0,0,0.0913280308104105,0.191402824366247,0.124154875972675,0.07652027403518,0,0,0
"119","SVE_0031900",0,0,0,0,0,0,0,0,0,0,0.0724233283292555,0
"120","SVE_0032000",0.131584287460403,0,0,0,0,0.0925848086757052,0.0651591199967179,0,0.0776994933543593,0,0.0696405908017409,0.0688603300396324
"121","SVE_0032100",0,0,0,0,0.0936220042611638,0,0.252899287427427,0.309247291617364,0.0769624107410165,0,0.145863214722873,0.0725866352485644
"122","SVE_0032200",0,0.197394077488062,0,0.0652495727643828,0,0,0.0656017544837297,0.0641298825404101,0,0.150834060305182,0.140179091710046,0.276829920816699
"123","SVE_0032400",0.0650208692225816,0.127287510427184,0.18212123151342,0.237493684301053,0.268472068544989,0.437748246983062,0.319037787435739,0.534993645607476,0.0791031950337,0.0773935506377016,0.428926316262885,0.148943156229257
"124","SVE_0032900",0.129387269438315,0.760379690649101,0,0.0591467941438691,0.0890964707855145,0.174073154495086,0.254249744854625,0.250060809129892,0.315220467113137,0.385394908868193,0.226047970712436,0.148191327844534
"125","SVE_0033000",0.25793945981807,0.252734157912813,0,0,0.809540535477804,0.528029838728141,0.187199764046059,0.245759299566086,0,0,0.0742830261920331,0.0736871112745956
"126","SVE_0033500",0,0.1971796766285,0.0642016449573875,0.0625799236812301,0,0,0.127707789733456,0.0630791799257333,0,0.229611668561985,0,0
"127","SVE_0033600",0.327353188737854,0.513715836878521,0.183632063395073,0.179608480028076,0.0914175954921301,0,0.126508340987883,0.0623052128502424,0,0.0768854854952253,0.0754429044865252,0.0747895294771815
"128","SVE_0033700",0.0663047434662076,0.130524437655997,0.25121118092131,0.24462134162457,0,0,0,0.0620569574447037,0,0,0.0741835692445835,0
"129","SVE_0033800",0.0656710663110506,0,0,0.2402386739924,0,0,0.126489317298136,0.249167734876956,0.0785805678754645,0.153643579276901,0.0754189087913425,0.149835778210056
"130","SVE_0033900",0.132366795230898,0,0.0623291946952821,0.0608676295165822,0,0,0.0637240521141872,0,0.0786767509335647,0,0,0.0750034238201348
"131","SVE_0034300",0,0.0637181981171688,0.303264271454745,0.831903025111875,0.0900768969684155,0.0883093424390808,0,0.0626286825101347,0.0789875969337994,0.0773630756571225,0.0758087458794248,0
"132","SVE_0034400",0.128877264966008,0.378829905093875,0,0,0.0898841976743071,0,0.0623550754499959,0,0,0.303095197159929,0.0742296400820023,0.147268306879569
"133","SVE_0035200",0.455133722799589,0.322081391515692,0.383532429611967,0.125633827806026,0.281850728932917,0.3641632837353,0.0639240510366459,0,0.076511159914308,0.149272888115627,0.0695864924975282,0.0688894124289772
"134","SVE_0035500",0.130096519165862,0.0636611665830469,0.424454473336682,0.237387578669428,0.358043664425713,0.0876097305460721,0.0637844981045903,0.0627782189448613,0.158229189103676,0.0773670322474028,0.227145751834248,0.0744650612064364
"135","SVE_0036700",0.129259916436448,0.253283661259104,0,0,0.176042507543539,0.257939931442163,0.576998171732546,0.314933320497396,0.0785058510640533,0.153586509774713,0.518265407154605,0.218165079461211
"136","SVE_0037300",0,0,0,0,0.162471970577404,0,0,0,0,0,0,0
