"","geneID","L1-DRR029433","L1-DRR029434","iL3-DRR029435","iL3-DRR029436","L3_lung-DRR029437","L3_lung-DRR029438","Young_FLF-DRR029439","Young_FLF-DRR029440","FLF-DRR029441","FLF-DRR029442","iL3a_1d-DRR029443","iL3a_5d-DRR029444","Egg-DRR029445","Egg-DRR029282","FLF-DRR106346","FLF-DRR106347","FLF-DRR106348","FLF-DRR106349","FLF-DRR106350","FLF-DRR106351","PF-DRR106352","PF-DRR106353","PF-DRR106354","PF-DRR106355","PF-DRR106356","PF-DRR106357"
"119","SVE_0598300",0,0,0,0.0451255748981942,0.0766700080176668,0,0,0,0.0444691455019456,0,0,0.0286757759604493,0,0.0308196163916535,0,0,0,0,0.214180738598993,0.104060759738628,0.0734483186756624,0.0721169224269932,0,0,0.0869428622270793,0
"120","SVE_0603800",0,0,0,0,0,0,0,0,0.16185772958378,0,0,0.0315767566494228,0.0368370248686225,0,0.0856208020676341,0,0,0,0,0,0,0,0,0,0,0
"121","SVE_0604200",0,0,0.0272466154413445,0,0,0,0.0309396724450774,0,0,0,0.0266922212892289,0,0,0.0332087093759899,0,0,0,0,0,0,0,0,0.194791855642162,0,0.094079024130657,0
"122","SVE_0604300",0,0,0,0,0.0517231535996763,0,0,0,0.0223605041990566,0,0,0,0,0,0,0,0,0,0,0,0.000514581858741323,0,0,6.97480520389119e-05,0,0
"123","SVE_0607600",0,0,0.0839928305732596,0,0.0567766970237336,0,0.0630163623840854,0,0,0,0.0818515648033651,0.031503211314901,0,0,0,0,0.144966096481273,0,0,0,0.0712733370025545,0.0694662031719366,0,0,0,0.0750808654049716
"124","SVE_0609400",0,0,0.0420448476696789,0,0,0,0.12997865992891,0,0.0372514988705765,0.0493275155280774,0.0444331734759614,0.0653783468471584,0,0,0,0,0,0,0,0,0.0844909478730863,0.136013693267099,0.0852964549146401,0.0834297346419437,0,0
"125","SVE_0609500",0,0,0,0,0,0,0,0,0.0275602832003443,0,0.0386816135731624,0.0355945375245958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","SVE_0609700",0.0280969563014488,0,0,0,0,0.0646722666791052,0.0688271838396191,0.0507914439181208,0.0265460434412587,0,0,0,0,0,0.0845273199137909,0,0,0,0,0,0,0,0,0,0,0
"127","SVE_0609900",0.0315760583939061,0,0,0.0659468456571395,0,0.113363164197087,0.0486011071295147,0.0669693243470869,0.0241177511387772,0,0.0924175109585189,0.144342186602401,0.0927722616377107,0.115707823711658,0,0,0,0,0.0950091383618721,0,0,0,0,0,0,0
"128","SVE_0610900",0,0,0,0,0.144582116624222,0,0,0,0.0322422393154012,0,0,0,0,0,0,0,0,0,0,0,0,0.122442742465989,0,0,0,0
"129","SVE_0611800",0,0,0,0.0564191550390689,0,0,0.0656533318868077,0,0.0254192587381388,0,0.0568865963219175,0,0,0,0,0,0,0,0,0,0.0839239801536695,0,0,0,0,0
"130","SVE_0611900",0,0,0,0,0.0312341032788481,0,0,0,0,0,0,0.0347337591803372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","SVE_0612000",0.0287387522204568,0,0,0,0,0,0.180116909347878,0,0.0274828501144656,0,0,0.0690579857251295,0,0,0,0,0,0,0,0,0,0.067084327100382,0,0,0,0
"132","SVE_0612100",0,0,0.0605534901448293,0.0535008042271593,0.0303402330327028,0,0.0710389352295875,0,0,0,0.0296380872221715,0,0,0,0,0,0,0,0,0,0,0,0,0.0860424942207808,0,0
"133","SVE_0612200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","SVE_0612300",0,0,0,0,0.0285942067772909,0,0,0,0.0736143384013901,0,0.027563442908938,0,0,0,0.0686484916661927,0,0,0,0,0,0.0688194289973937,0,0.0808753840192703,0,0,0
"135","SVE_0613700",0,0,0.0269592516688982,0,0.0273754705989485,0.0750878207960998,0,0.061544197201052,0.0469226954665793,0.118907764008324,0,0.0302779178648776,0,0,0.134526329152828,0,0,0,0,0,0.134139582756255,0.0653346992767401,0,0,0,0.070526339366887
"136","SVE_0614300",0,0.0334843991568638,0.128099337886095,0,0.0581775331884762,0,0.173974163475024,0,0,0,0.0666958620953152,0,0,0.0350904129960773,0.0774317729756518,0,0,0,0,0,0,0,0,0,0,0.0888540176269006
"137","SVE_0614500",0.0477877975303725,0,0,0,0.0317526712107629,0,0.141340230817787,0,0,0,0.136017903258621,0.0704392897163382,0,0.0381402680119824,0,0,0,0,0,0,0,0,0,0,0,0
"138","SVE_0614800",0.0590415182577206,0.0380452705355567,0.0831288201143833,0,0,0,0.154653231103252,0,0.0276532509000828,0,0.0365916225971841,0.0356999313314229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","SVE_0615000",0,0.0339440471306934,0.143630830069671,0,0,0,0.196370858360428,0,0.126588189795597,0,0.0281652649001259,0.0652380734122011,0,0,0,0,0,0,0,0,0.0827161579973621,0.162729955878977,0,0,0,0
"140","SVE_0615400",0.0264063370108705,0,0.0922668103880722,0.0492763591196703,0.113836651188099,0,0.12953169912658,0,0.0249613785116228,0,0,0,0,0,0,0,0,0,0,0,0,0.0753914955206693,0.0949851258652638,0.186227741783516,0,0
"141","SVE_0615500",0,0,0.192676071142143,0,0,0,0.128324615373787,0,0.0544464604598509,0,0,0.0393924380148453,0,0,0,0,0,0,0,0,0,0.0765378459917686,0.0962428606055189,0,0,0
"142","SVE_0615600",0,0,0.0286469141274654,0,0,0,0.131472750750507,0,0.0761486015708029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933676732254218
"143","SVE_0626300",0.0259636478071202,0,0,0,0.0280396663848418,0,0.0317016416215798,0.0471607404556487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076148834712719,0,0,0.0919714517622255,0
"144","SVE_0626400",0,0,0,0,0,0,0,0,0,0.0399142788566681,0,0.0737098712534737,0,0,0,0.133436190260269,0.254555050719882,0.106141413136593,0.0512011288719832,0.143341058565862,0.0166040561481771,0,0,0,0,0
"145","SVE_0634000",0.00985020480433699,0,0,0,0,0,0,0,1.3436128195745e-09,0,4.02619335589226e-09,0.0395341357616791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","SVE_0645800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732768297439508,0,0,0
"147","SVE_0646000",0,0,0.0269601120370881,0,0.0272620774900391,0.0670755210354398,0,0,0,0,0.0526372241101766,0.0303478226699708,0.03837440521745,0,0,0.076481399074745,0,0,0,0,0.0753406576276535,0,0,0,0.0838949676874715,0
"148","SVE_0647200",0.025166139392512,0,0.0267981218025795,0,0,0,0.060568856244471,0,0,0,0,0,0,0,0,0.159022229998224,0,0,0,0,0,0,0,0.092660332452808,0,0
"149","SVE_0665500",0,0,0,0,0,0,0,0,0.0227861797375058,0,0,0,0,0,0,0,0,0,0,0,0.0767103364710376,0,0,0,0,0
"150","SVE_0665600",0,0,0,0,0.0537762670423754,0,0,0,0,0,0,0.0298731170292655,0,0,0,0,0,0.0346627955607212,0,0,0,0.0685654957720581,0,0,0,0
"151","SVE_0665700",0,0,0,0,0,0,0,0,0,0,0,0.0265089477383867,0,0,0.0679569233032042,0,0.0659934743024192,0,0,0,0,0.0646643629908411,0,0,0,0
"152","SVE_0665900",0.0247038609013124,0,0,0,0.0265964431659637,0,0.0297279972103588,0.0502971277096407,0.0230035414348645,0,0.128713587927642,0.0297162145846777,0,0,0,0,0.152187827891071,0.0741731981388221,0,0.11011652623205,0.0760505078380002,0,0,0,0.0871305772191838,0
"153","SVE_0666000",0,0,0,0,0.0318341932666043,0.0591486423285657,0,0,0.0293331426921325,0,0,0,1.04049328360975e-09,0,0,0,0,0.0780515361350596,0.10537121329213,0,0.074198075527806,0,0,0,0,0
"154","SVE_0666600",0,0,0.0299339564149207,0,0,0,0,0,0.0260553486855468,0,0.0291712090741256,0.10102531795588,0,0,0,0,0,0,0,0,0,0,0,0,0.16789661967114,0
"155","SVE_0667100",0,0,0,0,0,0,0,0,0.0989887115010436,0,0,0.0591481999359672,0,0,0,0,0,0,0,0,0.0740937441050787,0,0,0,0,0.0817216114860266
"156","SVE_0667200",0.0268740655528062,0,0,0,0,0,0.0326052311714496,0,0.0252222087759557,0,0,0,0,0,0,0.085174711826642,0,0,0,0,0,0,0,0,0,0
"157","SVE_0668500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335652942465824,0.0824899427026203,0,0,0,0.06742432539809,0,0
"158","SVE_0669100",0,0.0404398968858138,0.0274006676080666,0.416813956092624,0.0277409652355216,0,0,0.0602479414527706,0.0715935512229625,0.0583929392740135,0.0267114681649938,0,0,0,0,0,0,0,0,0.100588819819138,0,0,0,0,0,0
"159","SVE_0678100",0,0,0,0.0248005313855106,0,0,0,0.024751649794631,0,0.0244128223181906,0,0,0,0,0,0.141930635597687,0,0,0,0,0,0,0.0421244319619153,0,0,0
"160","SVE_0680400",0,0,0,0.050093002346227,0.0331192741597992,0,0,0,0.0971523380369554,0,0,0,0,0,0,0,0,0,0,0,0,0.229437168147817,0.0850838886174278,0,0.079045481358823,0.0778507732160427
"161","SVE_0683700",0.0382889881716335,0,0,0.0460088887471952,0.0468571123636028,0,0.0532502915161222,0,0.0729822659984516,0,0.0342340215898612,0,0,0,0.154314494723678,0,0,0,0.107956656670836,0,0,0,0.0920365384208134,0,0.169226039752409,0.138912657770399
"162","SVE_0683800",0,0,0.137985844105105,0,0.122660672240593,0,0.248994941074662,0,0.105151122696559,0,0.0832816818207922,0.0676376822144652,0,0,0,0,0,0,0,0,0.17350949701077,0,0,0,0,0
"163","SVE_0685400",0,0,0,0,0,0,0.0315670830297812,0,0,0,0,0,0,0,0,0.0660902424580981,0,0,0,0,0,0.064374887851542,0,0,0,0
"164","SVE_0686500",0,0,0,0,0,0,0.0336178830340398,0,0.0259592277160599,0,0,0,0,0,0,0,0,0,0,0,0,0.0733309399914753,0,0,0,0
"165","SVE_0686600",0,0,0,0,0.0287028860490077,0,0.0318926572977147,0,0.0639906712864897,0,0,0.0318914987451447,0,0,0,0,0,0,0,0,0,0,0.0876099814935938,0.168870518413094,0.0782335725787364,0
"166","SVE_0687600",0.0277900134949276,0,0.0883071053167055,0,0.149261899737169,0,0.132507576552739,0.137331025003314,0,0,0.028776261456936,0.0661147694116502,0,0,0,0,0,0,0,0,0.0718475514357414,0,0,0,0,0
"167","SVE_0687800",0,0,0,0,0,0,0,0,0,0,0.047391655278847,0.0273512069412288,0,0,0.202282279599393,0.133602128758618,0,0,0,0,0.0664866170501027,0.129354505853308,0.158807843146856,0.232378533360866,0,0
"168","SVE_0690100",0,0,0,0,0.0289410248991692,0.0701844235576292,0.0322136210610703,0,0,0,0.0279493025833729,0.0322621073805398,0,0,0,0,0,0,0,0.117366955282176,0,0,0,0,0,0
"169","SVE_0710400",0.0625605599536299,0,0.0352013582337638,0.0549375756829171,0.0315592051479376,0,0,0,0,0,0.0849143202418293,0.115737473384503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","SVE_0710500",0,0.0219531635881612,0.0326863002930145,0.309996237256082,0.0552524657252765,0,0,0.0510771165365673,0.0240972928556532,0,0,0.112617208731126,0.0365107570204431,1.07871026842637e-05,0,0,0.0801979258719391,0,0,0.116506564206465,0,0,0,0,0.0932798843174737,0
"171","SVE_0716100",0.197904807262405,0,0,0.129861252687682,0.039988274427901,0,0,0.0568103074605052,0,0,0.112166618870214,0,0,0,0,0.0995804664807218,0,0,0,0.131511176658673,0,0,0,0,0,0
"172","SVE_0721000",0.026158444098842,0,0,0,0.197017818566244,0,0.0644058110882583,0,0.0495383726785958,0,0.0547682170402805,0.0317721329666039,0,0.0339405849083092,0.151673057411268,0.0742732271332215,0,0,0,0,0,0.073125946219788,0,0.0901819846149215,0,0
"173","SVE_0721100",0.028064757802303,0,0,0,0.0604864085744172,0,0.0675446644774136,0,0.0261374069075729,0,0.02925302386154,0.0337737218955256,0,0,0,0,0,0,0,0,0,0.0852881743807646,0,0,0,0
"174","SVE_0721200",0.0275778928211107,0,0,0,0.0595153799014852,0,0.0333037341142339,0,0,0,0.0614351642966598,0.0332660687083667,0,0,0,0,0,0,0,0,0.0865906332382159,0,0,0,0,0
"175","SVE_0721400",0.0242881658042428,0,0.0258858506278619,0,0.0261878790999089,0,0.117052221671363,0,0.0452515183673198,0,0,0,0,0,0,0,0,0,0.111671462617092,0.218272001804995,0,0,0.0921741422761868,0,0.0871493034079884,0
"176","SVE_0722100",0,0,0,0,0.153788102618061,0,0.028641061104638,0,0.0221449509711618,0,0.0247827192239417,0,0,0,0,0,0,0,0,0.427263898826142,0,0,0,0.0885824887123866,0.0852969209296264,0.0849660677513994
"177","SVE_0722300",0,0,0.0535323012462745,0,0.0271188034080127,0,0.151795767821351,0,0.0234774658064632,0,0,0.0303135062736891,0,0,0,0.0803109418406017,0,0,0,0.112430893160919,0,0.0770248791262772,0,0,0,0
"178","SVE_0722900",0,0,0,0,0.17344009083258,0.062412910705491,0,0.0974225243663627,0.128639073224749,0,0.0563950695030425,0,0,0.034936958273001,0,0.0704489850331139,0,0,0,0.192434425767945,0,0,0.0876770053634587,0,0,0
"179","SVE_0723000",0.0279665313445783,0,0.0297657289315544,0,0,0.0643725036937102,0.160162504747334,0,0,0,0,0.0339304913594656,0,0,0,0,0,0,0,0.106789501920985,0,0,0,0,0,0
"180","SVE_0724600",0.0273320513736288,0,0,0,0.0451029615376051,0,0.204277860033241,0,0.0118435958942779,0,0,0.0539589523061159,0,0,0,0,0,0,0,0,0,0,0,0,0.0822186438080243,0.135057977336109
"181","SVE_0724700",0.0265057061963006,0,0,0,0.0309409305772808,0,0,0,0.00730798117365039,0,0.288734827142993,0.0835784015697766,0,0,0,0.153333993268172,0,0,0,0,0,0,0.094645744112251,0,0,0
"182","SVE_0724800",0,0,0,0,0.0550222271738619,0,0.0953590429085034,0,0.0731598723570887,0,0.10723777164345,0,0,0.0996988479066981,0,0.0693098092319435,0,0,0,0.0950159669587883,0,0,0,0,0.0824751731503679,0.0811104137431771
"183","SVE_0724900",0,0,0,0,0,0,0,0,0.0239320875061935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804593533675378,0
"184","SVE_0725600",0.0296498090519641,0,0,0,0.0638329587701486,0,0.0356719739327405,0,0.0276137113576375,0,0,0.0356599091000853,0,0.153567442528151,0,0,0,0,0,0,0,0,0,0,0,0
"185","SVE_0732600",0,0,0,0,0,0,0.115804545099755,0,0,0,0.0250760414458871,0.0289568716859217,0,0,0,0,0,0.072247655142111,0,0,0,0,0.0905033548630213,0,0,0.0848827505902393
"186","SVE_0734400",0,0,0,0,0.0284444800685135,0,0,0,0,0,0,0,0,0,0.0663954828078344,0,0,0,0,0,0,0,0,0,0,0
"187","SVE_0734500",0,0,0,0,0,0.134536096573379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","SVE_0734700",0.0271885149444324,0,0.058044565504051,0,0.0586950651035665,0,0.0326275354142026,0,0.0759752209885734,0,0.1259713479222,0,0,0,0,0,0,0,0,0,0.0811037188889499,0.0555114814096903,0,0,0,0
"189","SVE_0734800",0.0303036151587236,0,0,0,0.0449424928666487,0,0,0.0583725904398007,0.0381609496780903,0,0.133353793631149,0.104364188761176,0,0.0551110240981569,0,0,0,0,0,0,0,0,0,0,0,0
"190","SVE_0735300",0.0263972874083593,0,0.0279605002671291,0.0642934782222678,0,0,0.0314666243481676,0.0652242673030504,0.0243339498626426,0,0,0,0.0452627839573198,0.135824242010746,0,0.0677910892427637,0,0,0,0,0,0.0660765699120941,0,0,0,0
"191","SVE_0737200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716644292851043,0,0,0.0681249370493138
"192","SVE_0737300",0,0,0.0278480962183709,0,0.0165045422029114,0.0717955132765058,0,0.11706823635047,0,0,0.0727720483478418,0,0,0,0,0,0,0,0,0,0.0755753993296571,0,0,0,0,0
"193","SVE_0737400",0,0,0.105517197419673,0,0.0492418025386785,0,0.035300110341964,0.0511103068074265,0.0268531822193163,0,0.0329356729096988,0.0679089292675625,0,0,0.0711667646436348,0,0,0,0,0,0,0,0,0.0848690579592246,0,0
"194","SVE_0737700",0.0248667414357006,0,0,0.047431211061026,0,0,0,0,0.0466979650220818,0,0,0,0,0,0,0,0,0,0.112775228549723,0,0,0.0759036551062627,0,0,0,0
"195","SVE_0740900",0,0,0,0,0.086445677344665,0.0806753648113965,0,0,0,0,0.0555529142132645,0.127634872758161,0,0,0,0,0,0,0,0,0,0,0.0815004004621361,0,0,0
"196","SVE_0742500",0,0,0,0,0,0,0,0,0.0232243530658359,0,0.0519835801828033,0.0300200548204543,0,0,0,0,0,0,0,0,0,0,0,0.185467139186888,0.0892867970893009,0
"197","SVE_0743400",0,0,0.0248788589795748,0,0,0,0.0376232886302945,0,0,0,0,0.0454019964847384,0,0,0,0.0712167340337675,0,0,0.310594990870622,0.303728097690003,0.121821227738211,0,0,0,0,0
"198","SVE_0759100",0,0,0,0,0.100847795032741,0,0.0356407996291572,0,0,0,0.0308927825986389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","SVE_0759800",0.0854457395534103,0,0.151662170534366,0.0594417683044789,0,0,0,0,0,0,0.0593301406757433,0,0.0837836826217484,0.0738839677952011,0,0,0,0,0,0,0,0,0,0,0,0
"200","SVE_0760700",0,0,0,0,0.0242104484125566,0.0546538200187999,0,0,0,0,0,0,0,0,0.0732780539783722,0,0,0,0,0,0,0,0.0855540172364705,0.0842744019660603,0,0
"201","SVE_0763700",0,0,0,0,0,0.066983490810636,0,0.0551726398731668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","SVE_0764700",0,0,0.0252460694637392,0,0,0,0,0,0,0,0.0984868654308886,0.0283967393119925,0,0,0.143553288139538,0.0709895941146252,0.209584448427619,0.137080929287,0,0,0,0,0,0,0,0
"203","SVE_0767900",0,0,0,0,0.0957396467919126,0,0,0,0,0,0.083352225985861,0.0597661484873119,0.031487030367693,0,0,0.146210913425376,0.0674223074348703,0,0,0.197705294856199,0.0700994873938084,0.069714230082392,0,0,0.0929424678295383,0
"204","SVE_0768200",0,0,0.107410044128703,0.0515134159983447,0,0,0.0303309704720489,0,0.0704126309627934,0,0.0525420499537228,0.030336909589965,0,0,0,0,0,0,0,0,0.0778299826975511,0.0767804592935584,0.0948165991080747,0.0933068070105914,0,0
"205","SVE_0768500",0.0261821598460055,0,0.027894885919613,0.103518680576797,0,0,0,0,0.0976642641199555,0,0.0273106952847771,0,0,0,0,0,0,0,0,0,0.0822241364141343,0,0.199756450177235,0,0,0
"206","SVE_0769100",0.0340300087823219,0.0705877801642216,0,0,0.0978313952115659,0,0.106285910650043,0,0.115676162909239,0,0.0920387041709643,0.0683036317068813,0,0,0,0.0689216873117239,0,0,0,0,0,0.0686129082619792,0,0,0,0
"207","SVE_0770800",0,0,0,0,0,0,0.111806128543821,0,0.0864625855180433,0,0,0,0,0,0,0,0,0,0,0,0,0.0709165787767113,0,0.173982204962897,0,0.168171556343943
"208","SVE_0774200",0,0,0,0,0.028010516947791,0.0747130423515188,0.0310889636342658,0,0,0,0.0538919540207038,0,0.0427522757669784,0,0,0,0,0,0,0,0,0.0694454441120153,0,0.0814934856953023,0,0
"209","SVE_0779900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","SVE_0785000",0.0323792710201151,0.0841323002784447,0,0,0.156352517660627,0.159810862180123,0,0.0567638711840998,0,0,0.0311063944492571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","SVE_0785100",0,0.0785429142841752,0,0,0,0.418664860639129,0.101273619282998,0.115996687818551,0,0,0.058538955965307,0.0337741519212712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","SVE_0788400",0,0.0146252519945756,0,0,0,0.00402930776511393,0,0,0,0.0448693613931663,0,0,0.0196554756201768,0,0,0,0,0,0.300093082574672,0.0900525927739716,0,0,0,0,2.11367522046519e-07,0.0237585391881813
"213","SVE_0793300",0,0,0,0,0,0,0.0306694094766676,0,0.260880797674971,0.117921188285724,0.0265574966561535,0,0,0,0.0696152640701593,0.069154671607393,0,0.0687823021318119,0,0,0,0,0,0,0,0
"214","SVE_0797900",0,0,0.0891726446428121,0.0526243997491115,0.0297451200796534,0.064827853031276,0,0,0.0283546979021873,0,0.116301415647608,0.0347639740997926,0,0,0,0,0,0,0,0,0.0684585399747116,0.0672742651430931,0,0,0,0.0778803287095635
"215","SVE_0799500",0,0.0384385308923756,0.0273724547424649,0,0,0.0700943802271726,0.0307062804367411,0,0.0238604493612895,0,0,0.030764998830656,0,0,0,0.150277439085741,0,0,0,0,0.0747850250336624,0.0727497521588188,0,0,0,0
"216","SVE_0801000",0,0,0.0259913732845547,0,0,0,0,0,0.0230271600714042,0,0,0,0,0,0,0,0,0,0,0,0,0.0709028089040836,0,0,0,0.0848239360539395
"217","SVE_0808400",0,0,0,0,0,0,0.037373026786073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","SVE_0811100",0.0921631763641511,0,0,0,0.22963837703258,0.0698149990423268,0,0,0.137217934406768,0,0.1118499505552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","SVE_0811700",0,0,0,0,0,0,0.172938408530556,0,0.065135331734499,0,0.0427766231459398,0.0677498908593521,0,0.0017084953367808,0,0,0,0,0,0,0.221131824031851,0,0,0,0,0
"220","SVE_0811800",0,0,0,0,0,0,0,0,0.0509397263692162,0,0.0281851978449752,0.0326979306653839,0,0,0,0.0771449723591146,0,0,0,0,0,0,0,0,0,0
"221","SVE_0812300",0,0,0,0,0,0,0,0.135443296271393,0,0,0.0382442127629759,0,0.0503355880483468,0,0.13795776616591,0,0,0,0,0,0,0.000109236344209452,0,0,0,0
"222","SVE_0812500",0,0,0,0,0,0,0,0,0.0441604109741629,0.126443242320323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","SVE_0818500",0,0,0,0.159094455770952,0.0580890815413503,0,0,0,0,0,0.0564097675734168,0,0.0486217686006607,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","SVE_0820500",0,0,0,0,0,0.132187706757618,0,0,0,0,0,0,0.088055227837405,0,0,0,0,0,0,0.129338122010813,0,0,0,0,0,0
"225","SVE_0820600",0,0,0,0,0,0,0.0362449524153827,0,0,1.47548200080011e-08,0,0,0,0,0.0650374598958119,0,0,0,0,0.182429507717817,0,0,0,0.0745154477422138,0,0.0682763735301385
"226","SVE_0830200",0.0568865490685898,0.0704177258784958,0,0,0.0611316936125212,0.065463001741533,0.035114259955042,0,0,0,0,0.0345193873088625,0,0.0737663318753284,0,0,0,0,0,0,0,0.0781384592418414,0,0,0,0
"227","SVE_0830800",0,0,0,0,0,0,0.11909600088269,0,0.0360210230715773,0,0,0.121305928756732,0,0,0,0.0726324236774178,0,0,0,0,0,0,0,0,0.0774410137072,0
"228","SVE_0831400",0,0,1.6714176069834e-08,0,0.0879516334572903,0.18809812941119,0,0.04947850065605,0,0.0490959778920299,0.0712973024503783,0,0,0.0573065381295981,0.0842681473732328,0,0,0,0,0,0,0,0,0,0,0.0960469314800006
"229","SVE_0832200",0,0,0.0313739491469932,0,0.0317793718909632,0,0.0717883506099397,0,0,0,0.0307710731081854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","SVE_0838400",0.110674438738592,0,0.117307875236731,0,0.0593036316966949,0,0,0,0.025461608723093,0,0.0286227990466605,0.131558067340518,0,0,0.0680528613180043,0.136132220958877,0,0.0690115671897672,0,0,0,0,0,0,0,0
"231","SVE_0839400",0.087106108146764,0,0,0,0.0939220958601725,0,0.0349944702095379,0.057356820636207,0.13529973869515,0.05701568646884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","SVE_0843900",0.0789631147168193,0.0332899949393763,0.0561822614181423,0,0.00478104419820761,0,0.253189664791423,0,0.132396090358343,0.0976512019317862,0.0275391690668604,0,0,0,0,0,0,0,0,0,0,0.0798914093718417,0,0,0.0963850011864341,0.095534237910737
"233","SVE_0844300",0,0,0,0,0,0,0.0719636094121696,0,0.0279333955513654,0,0.0312146125053965,0.0359933916715025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","SVE_0848300",0.0230790700389363,0,0.0858739029664807,0,0,0,0.0362746220388756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","SVE_0849100",0.0268451153053536,0,0.0571533400888586,0,0.057696761865519,0.185354093725435,0,0,0.0366772940805955,0,0.0280864705762657,0.033077570730853,0,0,0,0.0747750939406698,0,0,0,0,0.0748565578425425,0,0.0928888881435662,0,0,0
"236","SVE_0849200",0,0,0.0939997929914231,0,0.0171653352329448,0,0,0,0.0276262866056697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","SVE_0850400",0,0,0,0,0.0553951254752469,0,0.0307703081109689,0,0.0716409240949605,0.0568006778115965,0.0267165549157237,0.0616022287409095,0,0,0.148902698146017,0,0,0,0,0,0.0740115929658434,0.216122935570611,0,0,0,0.0791563718810907
"238","SVE_0850700",0,0,0,0,0,0.0649252922681589,0,0,0.0292098761808889,0,0.0287517620374454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842550391244373,0
"239","SVE_0851100",0,0.0335727346350096,0.0280189340223731,0,0,0,0,0,0.0531139820143349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955560310290297
"240","SVE_0851400",0,0,0.0255912139107853,0,0,0,0.145901295232371,0,0.293326379299419,0,0,0.0290818836625429,0,0,0,0.149200804988735,0,0,0,0,0.0735604836953805,0,0,0,0.0873236089422712,0.0868017362232181
"241","SVE_0857000",0.0276698333495774,0,0,0,0,0,0,0,0.0257580893031712,0,0.0576548977210019,0.0332951902151736,0.0787617591362447,0.17926637168384,0,0,0,0,0,0,0.0862194705497111,0,0,0,0,0
"242","SVE_0857600",0,0,0,0,0.0286233320763896,0,0.0317629507241021,0.0658384949538796,0,0,0,0,0.0456890310369676,0.034275830308257,0,0,0,0,0,0,0,0,0,0,0,0
"243","SVE_0858000",0.054160953121892,0.0413867210342653,0,0.0611499848075468,0.0291276671689276,0.0753875761791862,0.291318364643013,0.123239968021858,0.0250740852051625,0,0.0280717124168448,0.0647184283706523,0,0.0348712518147412,0,0,0.0772277669817057,0,0,0,0,0,0,0,0,0
"244","SVE_0859400",0,0,0.0351623066657447,0,0,0.0786007309230986,0,0,0.0326286289342582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","SVE_0859500",0,0,0,0,0.102540360102234,0.145888734444744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","SVE_0859700",0.0500173723102281,0.00798058330127418,0,0,0,0.0505149825877911,0,0,0,0.0496955212486543,0.0819912231658421,0.0948098578442185,0,0,0,0,0,0,0,0,0,0.0802203874953328,0,0,0.0964894030990808,0
"247","SVE_0866200",0.178630225206894,0.0315856243238183,0,0,0.0551509844278701,0,0.09308182649042,0,0.148794930794318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944912066643432,0.0926567577724119,0.181975974910668,0
"248","SVE_0873400",0.0810799332163593,0,0.0288308946568502,0,0.0583540742026576,0,0.0654857691118113,0,0.0759678232636999,0,0.0847554496562427,0.0653815134390777,0,0,0,0,0,0,0,0,0.0844151039340413,0,0.103107999473962,0,0,0
"249","SVE_0878000",0.0258389874827731,0.0397421785697132,0,0.117395156961413,0,0,0,0,0.0238958260745403,0,0.0802324533875544,0,0,0,0,0,0,0,0,0,0.219041147256783,0,0,0.0841011398555213,0,0
