"","FLM-ERR225783","iL3-ERR225784","PF-ERR299168","PF-ERR299169","PF-ERR299170","FLF-ERR299171","FLF-ERR299172","FLF-ERR299173","PF-ERR299174","PF-ERR299175","PF-ERR299176","FLF-ERR299177","FLF-ERR299178","FLF-ERR299179"
"SRAE_0000000100",-3.63595069680009,-0.806977538387107,7.24655183796725,6.81236522797204,6.90578478880128,-0.474750502636868,-0.461889140422602,-0.44930610974967,7.24299088541526,6.73524519162208,6.92015969288547,-0.308609672058877,-0.69966719543703,-1.21328485763614
"SRAE_0000000200",-3.63595069680009,-1.97135480123561,2.44791653661776,2.3669420661355,2.19608970705256,-3.02952619880843,-3.20479989401321,-3.63595069680009,2.40637957995389,2.25354780766094,2.20096263072941,-3.02757588702895,-3.63595069680009,-3.63595069680009
"SRAE_0000000300",-3.63595069680009,-1.70865188447804,3.5651335829826,2.99347107006829,3.26574600324259,-3.05397828698326,-3.20919486618381,-2.94289820588649,3.57039019057486,3.17234019248808,3.33497404056146,-3.63595069680009,-3.21048093276732,-3.63595069680009
"SRAE_0000000400",-0.880879404947595,-3.63595069680009,2.7730199752096,2.5624877653459,2.44209239706728,-3.63595069680009,-3.63595069680009,-3.63595069680009,2.99010912135474,2.64943992412371,2.67936900857094,-3.63595069680009,-3.17654222848334,-3.63595069680009
"SRAE_0000000500",-3.63595069680009,-3.63595069680009,0.443188191938498,0.605892544836312,0.470972127065805,-3.63595069680009,-3.63595069680009,-3.63595069680009,0.64400957559313,0.955023718815025,0.616614843629864,-3.63595069680009,-3.63595069680009,-3.63595069680009
"SRAE_0000000600",1.31257010137309,-3.63595069680009,4.19867754725189,3.77892203654284,3.98505816485448,-3.01063000205017,-2.83382065025603,-3.63595069680009,4.15600267307911,3.78525778269876,3.79457841620976,-2.57172287464011,-3.63595069680009,-3.63595069680009
"SRAE_0000000700",0.15347261456332,-3.63595069680009,-3.63595069680009,-2.94753735675826,-2.75808434493751,-3.01857281715254,-2.59349571396861,-3.63595069680009,-2.80422336862873,-3.63595069680009,-3.12974542350044,-3.01675397650426,-2.86302627208469,-2.45833785874732
"SRAE_0000000800",4.38178891580959,-3.63595069680009,-0.733346433580379,0.136308528233358,-0.575552854805062,1.74613562356682,0.974371565700382,0.968605485258411,-0.573751555288307,-0.156427327107596,-0.572455770330221,1.47000324531123,0.946624123489013,1.49853249319035
"SRAE_0000000900",1.83598621446998,6.10243036725002,4.51544973593337,5.37257561883981,4.58388802777502,1.28598925410948,1.57534249582989,1.64937425203601,4.60359223693929,5.38833519952069,4.79821978987686,1.56103471000471,1.77660488044243,1.74273672210207
"SRAE_0000001000",-0.0706604261578829,3.62926567035948,0.221349687405073,0.146939738018987,-0.022367713948277,-0.0332564504580988,0.0576080219241245,0.251797696127241,-0.11687612497563,0.673441084788449,-0.286687921152675,-0.160451116907166,-0.627905801684144,-0.0921126889547544
"SRAE_0000001100",-0.857876747239257,0.500975070467676,-3.63595069680009,-2.94992401376334,-3.13303223572702,-3.63595069680009,-3.63595069680009,-2.93286460519114,-3.63595069680009,-3.63595069680009,-3.63595069680009,-3.63595069680009,-3.63595069680009,-2.93309210143781
"SRAE_0000001200",4.28257178744924,-0.417910479386159,7.41221998943089,6.99307481776168,7.06627978598404,-1.39793078117143,-1.25482402638285,-1.20637389996252,7.46064259889037,7.04875060430928,7.06959866899585,-0.749225847735202,-1.84363504348653,-1.38522380604021
"SRAE_0000001300",3.0448024553091,1.05831788595214,-1.14473250033462,-1.0850443286619,-1.05250076205182,-1.76589272166025,-2.00161004537158,-2.10985887067473,-1.47083610056819,-1.42130136153081,-1.51792647350433,-2.25796913983251,-2.59627761609133,-1.58902388987707
"SRAE_0000001400",-0.625405600270768,-1.2658290427552,4.23775318831318,3.83352895259721,3.87234288289543,-1.99260778466296,-2.00101967223851,-1.38425424577968,4.16487828224883,3.54894983896565,3.83729365814797,-1.56646623544326,-2.17102926896716,-2.10956116900666
"SRAE_0000001500",2.49560393084878,4.55982417064084,5.16070321987945,4.65616085763538,5.19241501213285,6.1752124521011,6.18749915683693,6.22193757820269,5.21336113021132,4.7518204567673,5.13421458464259,6.06859495438216,6.16027917095981,6.21316735744447
