"","geneID","FLF-ERR146941","FLF-ERR146942","FLF-ERR146943","iL3a-ERR146944","iL3a-ERR146945","iL3a-ERR146946","iL3-ERR146947","iL3-ERR146948","iL3-ERR146949","pfL1-ERR146950","pfL1-ERR146951","pfL1-ERR146952","ppL1-ERR146953","ppL1-ERR146954","ppL1-ERR146955","ppL3-ERR146956","ppL3-ERR146957","ppL3-ERR146958","PF-ERR146959","PF-ERR146960","PF-ERR146961"
"34","SSTP_0000012100",0,0.0344243460465876,0.0721623741415741,0.0171320438215604,0.0746693514015387,0.0180470331288371,0.0442484030393635,0,0,0,0,0,0.0253202832088776,0.0163983695812791,0,0.0557410021244175,0.0471709113951299,0.021794733935683,0,0.146515172070156,0.390992569101847
"35","SSTP_0000012200",0,0.0516325428790281,0.0900220376327053,0,0.0372400170891311,0,0.817204328727444,0.165821877217415,0.0370233093502892,0,0,0.0184574848394848,0.0253880952270996,0,0.0270285038756917,0.117802529297953,0,0.0654683335047784,0,0,0
"36","SSTP_0000012300",0.0168443081703906,0.0172247681354239,0.0180138461562739,0,0,0,0,0,0,0,0,0,0,0,0,0.0572383283251293,0,0.0317913268324739,0,0,0
"37","SSTP_0000016600",0.0167392792664483,0.0859106223030525,0.304771973125609,0,0,0.0181151675433575,0,0,0,0,0,0.0367592967875035,0.0254223872557564,0,0,0.95327282850715,0.234216547246019,0.820221009888369,0,0.0243052341179794,0.0231585138378181
"38","SSTP_0000016800",0,0.0346826610543536,0.107384239805745,0,0,0,0,0,0,0.0329816696086956,0,0,0,0,0.0166575988675357,0.374853409218169,0.186607879755619,0.289046033708715,0,0.0236719544945102,0
"39","SSTP_0000016900",0,0.0171470640832138,0.214519239267469,0,0,0,0,0,0,0,0.0163814581107975,0,0,0.0328925858741144,0,0.376520635773757,0.186996457439581,0.460452401873744,0,0,0.046273831332741
"40","SSTP_0000021200",0,0,0.018076244679398,0.203532440009017,0.290749126286268,0.252774979495889,0.0651905035320116,0.0808930451372473,0.0363080862222357,0.100558654734696,0.0820934021054982,0.0359779059702025,0.103764061987816,0.0167279559836397,0.0168165401561233,0.0473811617072503,0.071141793766624,0.0450535711327195,0,0.0241213576749928,0.0932869558384803
"41","SSTP_0000022750",0,0.035494621849127,0.0379032108638142,0,0.020589993455017,0,0,0,0,0,0,0,0,0.0159223080309805,0,0.0983859400737763,0.106466237879224,0.0610329624140713,0,0.0739164572761098,0.066384109930731
"42","SSTP_0000031000",0,0,0.0533073134075892,0,0,0,0,0,0,0,0,0,0,0,0,0.186585282575013,0.0466691302481714,0.177435748382183,0,0,0
"43","SSTP_0000031100",0.0166236391074969,0.069419309009815,0.0179680608483263,0,0,0.0181478594439179,0,0.0271790806538443,0,0,0,0,0,0,0,0.473102235196829,0.141837022766259,0.536228321310363,0,0.0241506993053685,0
"44","SSTP_0000031700",0.085609847439648,0.136083317745666,1.13968920508228,0,0,0,0,0,0,0,0,0,0.0128878612286102,0.0171177379909069,0,0.0483362490617306,0,0.0305261335366491,0.082680453046335,0.0347599994544599,0.0294659764339863
"45","SSTP_0000032400",0.0166167422103628,0.0172396820761803,0.0357465837403796,0.0170047044411954,0,0.0724194836206811,0,0,0.0367293188214691,0,0,0,0,0,0,0.047163825750185,0.0470352397817439,0.0443461079539172,0.633134581763427,0.651692440861128,0.443431057444779
"46","SSTP_0000035150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","SSTP_0000036100",0,0,0,0,0,0,0,0,0,0,0,0,0.00842808442067395,0.164353537898847,0.0909894497969691,0,0,0,0,0,0
"48","SSTP_0000036200",0.102746460379109,0.0324757752044857,0.0603439512392495,0.334400122007259,0.24101864986171,0.209809772942057,0.153084035601089,0.105606571144189,0.0979461314795931,0.197052667335988,0.18074769506663,0.239888746283321,0.0873112057139179,0.104823794050971,0.0779165270120314,0.0939199112248808,0.0206807578348602,0.0561534338399267,0,0.051469024714089,0.0242406207867019
"49","SSTP_0000037200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044136681269909,0,0,0,0.091132812829584,0.0671187668340058
"50","SSTP_0000040650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231121126484566,0,0.0219342166035845,0,0,0
"51","SSTP_0000054300",0.033705663021794,0.0344303447971734,0.0540477712933925,0.342644576871214,0.409938034266714,0.343738899721165,0.220989580027772,0.470102557999203,0.148084367595499,0.0336300098018315,0.0826406098064125,0.0923282728939082,0.101531029909126,0.131533903996752,0.0648625356300725,0.0706751382919374,0.0468173294287875,0.0218091586436446,0,0.0244020721480655,0.0230792024261988
"52","SSTP_0000064000",0,0,0,0.0174432544682247,0.0398484240982362,0.0713234529166642,0,0,0,0,0,0,0,0,0,0.0545299548210843,0.0231475194476678,0.0361663123143275,0,0.168190817172676,0.0395588183327777
"53","SSTP_0000064200",0,0.0172406365439437,0.0357566536817539,0.187005523781261,0.219123612828999,0.362032874648466,0.0218204834091203,0.0543338289527323,0,0,0,0,0,0.0165598579746772,0.0165613921841002,0.117841733360376,0.0705530910971717,0.0887111329120331,0.723380144468223,0.482661280771933,0.420092496677288
"54","SSTP_0000064300",0,0,0,0,0,0.0179824125741188,0,0,0,0,0,0,0,0,0,0,0.0232956901874916,0.0648468868067677,0,0,0.0458093327977719
"55","SSTP_0000064400",0.0335688102819196,0.051632124924726,0.0718534378637647,0.171178721608068,0.167108937133607,0.290120763386611,0.0220236818980996,0.0551261687795416,0,0.0335860287773732,0.0329533904704809,0.0368533928204857,0.025445157624831,0.0494656939510357,0.032612924519347,0.0943825098934569,0.117221793249034,0.197353956522327,0.362702623126521,0.0974212104067256,0.0927091862847598
"56","SSTP_0000064450",0.0337759054819419,0.068880388266047,0.0902174215024112,0.0856954632769586,0.0373378061696446,0.0180643674264885,0,0.0553818775064276,0,0,0.0331152867263502,0,0,0.0164143998703068,0.0161671896656759,0.0941584631104955,0.0233865303062167,0.260939125584077,0,0.0977056300044065,0.092103007793694
"57","SSTP_0000064600",0,0,0.0179585787553329,0,0.0185681311914614,0,0,0,0,0,0,0,0,0,0,0,0,0.0219114396215717,0,0.0486962796334072,0.0231629009833012
"58","SSTP_0000064800",0.0337979659020026,0,0.0180503125870751,0.0342734629029779,0.0186786665213086,0.0541302683301547,0,0,0.036951661252784,0,0,0,0,0.0327898002999051,0,0.0940814182372908,0.0934696195409189,0.130230058826019,0,0.097716745466476,0.114955541725842
"59","SSTP_0000065000",0.0169683786809446,0.0517162437470172,0.126757227134225,0.205923349365405,0.0562432215409594,0.0360202195703922,0,0.0277845705699248,0.0738109641194643,0,0,0,0,0.0490895032149532,0,0.0705094310453933,0.0700391201298198,0.151318448137167,0.270809481732968,0.416262668337744,0.412607791315422
"60","SSTP_0000065100",0,0,0,0,0,0.0180322512476101,0,0.0276901868457885,0,0,0,0.0184799181344843,0,0,0,0,0.0233537626642228,0.0216897733811389,0,0.0244179338950928,0.0459517065981886
"61","SSTP_0000065200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234982500627657,0,0,0.0902754558001227,0.0243979203826242,0.0229752731133196
"62","SSTP_0000065300",0,0,0,0,0.0372909724557742,0.0180235728427084,0,0,0,0,0,0,0.0252874856091944,0,0,0.0234912786167594,0,0.0433742117243547,0.180497769072971,0.0975592229663838,0.114845092642771
"63","SSTP_0000065400",0,0.0344734077307517,0.0181091165048496,0.0171583847441492,0.0187494783532114,0.0360057917817594,0,0,0,0,0,0,0,0.0163564206548703,0,0.563905263514314,0.303406526228444,0.388872439095298,0.0902407138808871,0,0.229111834474564
"64","SSTP_0000065600",0,0,0,0,0.0374295106127121,0,0,0.0554873643543393,0.0369130490017152,0,0,0,0,0,0,0.0470062125327042,0.0933915774229774,0.151518954659869,0.0902785251213366,0.146737638276599,0.0458863296816767
"65","SSTP_0000065800",0.0665742825079567,0.0172650231298975,0.0179039316927221,0,0.0182952451355182,0.0181335980100935,0,0,0,0,0,0,0,0,0,0.259775350367524,0.0706600381525602,0.244304561508077,0,0.0483688819272789,0.0935126119360353
"66","SSTP_0000065900",0,0.0172125624602108,0.0900370326923295,0.0342575544462155,0.0186233189015333,0,0,0.0276421289940143,0,0,0.0165201801882599,0.0184599425423452,0.0761650857307139,0,0.0324491055917505,0.164930215320977,0.117055394044133,0.0872858856682841,0,0.0243946800434704,0.138538784642336
"67","SSTP_0000066000",0,0,0.0180167122673689,0,0.0371834683870522,0,0,0,0,0,0,0,0,0,0,0.0474397309312566,0.0235593392302492,0,0,0.048862357022438,0
"68","SSTP_0000066100",0,0.0172334093704716,0.126712130156402,0.0343098318019463,0.0187408929233037,0.0180057145670955,0,0,0.0368960793182481,0,0,0,0,0,0.0160718030864904,0.0469934734414209,0.0233401885160322,0.108063827781264,0.180492217696318,0.244778383231039,0.137506042944655
"69","SSTP_0000066250",0.0501914659871475,0,0.0358606977057834,0,0.0185011663790723,0.0181386768898933,0,0,0,0,0,0,0,0,0.0326964183330289,0,0.0234409288836466,0,0.0907117568399185,0.0486174751618819,0.0231968651267006
"70","SSTP_0000066300",0.0165154970062775,0.0173710564469764,0.0358742214862234,0.0505494233149541,0.0541647788187313,0.0179499873848651,0,0,0,0,0,0,0.0257577685394381,0.0166044240841131,0,0.0705245190161944,0.164797397805568,0.111846131662086,0,0,0.023188355441801
"71","SSTP_0000066400",0,0,0,0.0170424647850946,0,0.0180356726975459,0,0,0.0368790984452193,0,0,0,0,0,0,0,0,0.043552964853178,0,0.0242595423718082,0.0230324458254605
"72","SSTP_0000066500",0.0168998760476736,0.0861013984055849,0.018052244531021,0.0171402500394459,0,0.0722018968402484,0,0.0554111251069489,0.0369647653565053,0.0168213188340418,0,0,0,0,0,0.188224986215691,0.116876432311814,0.21716168218761,0.180777133741026,0.0977318788116856,0.322021734467661
"73","SSTP_0000066550",0.0166506509023584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220027765542677,0,0.0242142708088533,0.0695814120067075
"74","SSTP_0000066600",0,0.0343237373260021,0.053851274666629,0,0,0.0180458398808714,0,0,0,0,0,0,0,0.0164033039380916,0,0.0939884290276819,0.0700424266181168,0.108839145811007,0.0902864883954736,0.0729601972660628,0.115163149519218
"75","SSTP_0000066700",0.0332574252745686,0.034762275917721,0.0360080046239886,0,0.018262915742748,0.127209136774275,0,0.0271976255648438,0,0.0167377598267383,0,0.0181643189390063,0.0257492224645422,0,0,0.307804928480316,0.142062662676508,0.201507439287283,0,0.120953744728986,0.0469155913978816
"76","SSTP_0000066850",0.0166862862094697,0.0171857421290143,0,0.0341394333291874,0.0553672540201687,0.018128938170815,0,0,0,0,0,0,0,0,0,0.165213887890008,0.0937587524272569,0.110113047435207,0.0906389877813047,0.048512859475259,0.0464187181741084
"77","SSTP_0000066900",0,0,0.0362008662930453,0.102936173877735,0.0749549876752935,0.108068711303893,0,0.111092865228788,0.0369060683638332,0.0673426225911378,0.0498486868925446,0.0185247852435442,0.0252741951382836,0.0490934181467328,0.0160796509372861,0.211520361411588,0.116729275823583,0.259480552327148,0.270806306888843,0.269254136744402,0.38975898645336
"78","SSTP_0000066950",0,0.0344283370832076,0,0.0170369288302528,0,0,0,0,0,0,0,0,0,0,0,0,0.0469315180062029,0,0,0.0241929302846192,0.0465621109495038
"79","SSTP_0000067000",0.398340714493384,0.16715908017296,0.344353804196149,0.137100557657778,0.0372248630357193,0.0181300940942468,0,0.0276288076955241,0,0.0168177370449585,0.016512015682284,0.000667788979632361,0,0.0164819439011835,0,0.080122144935458,0.0468943801029227,0.0542884447482626,0.0906742309792781,0.0487863899990698,0.0926039742816483
"80","SSTP_0000067100",0.237377548975931,0.155138154221903,0.361969525015009,0.0514761609343062,0.0562061459858983,0.0901132775621577,0.310582391213011,0,0,0.656699872235006,0.149523583163278,0.148201706693278,0,0.0163749052212682,0.016094639273766,0.0235131023517169,0.0233572096159695,0.0216437324366066,0,0.122390660192809,0.137670005421749
"81","SSTP_0000067200",0.0169715620088094,0,0.036223450938951,0.0343280777095808,0,0.0540438893098885,0.48835681438354,0.0277901210463144,0,1.21272643829587,0.266035042977653,0.278024472681362,0,0,0.0160794241676244,0.0470177901380065,0.0700560134537713,0,0.0902918685992624,0.195928651742305,0.137572613645723
